"RelativePath","Lines","Headings","OpenCheckboxes","DecisionMarkers","PlaceholderMarkers","InitialStatus"
"04-engineering\08-deployment\10-reference\DEPLOYMENT_CHECKLIST_MASTER.md","202","20","69","0","0","OPEN_DECISIONS"
"04-engineering\08-deployment\10-reference\DEPLOYMENT_GLOSSARY.md","172","14","0","0","0","STRUCTURALLY_POPULATED"
"04-engineering\08-deployment\10-reference\TOOL_REFERENCE.md","238","21","0","0","0","STRUCTURALLY_POPULATED"
"04-engineering\09-security\01-security-governance\SECURITY_GOVERNANCE.md","270","18","0","0","0","STRUCTURALLY_POPULATED"
"04-engineering\09-security\01-security-governance\SECURITY_POLICIES.md","239","18","0","0","0","STRUCTURALLY_POPULATED"
"04-engineering\09-security\01-security-governance\SECURITY_STRATEGY.md","207","13","0","0","0","STRUCTURALLY_POPULATED"
"04-engineering\09-security\02-identity-access\IAM_STANDARD.md","266","18","0","0","0","STRUCTURALLY_POPULATED"
"04-engineering\09-security\02-identity-access\MFA_STANDARD.md","239","20","0","0","0","STRUCTURALLY_POPULATED"
"04-engineering\09-security\02-identity-access\RBAC_STANDARD.md","257","18","0","0","0","STRUCTURALLY_POPULATED"
"04-engineering\09-security\03-application-security\DEPENDENCY_SECURITY.md","260","18","0","0","0","STRUCTURALLY_POPULATED"
"04-engineering\09-security\03-application-security\INPUT_VALIDATION.md","259","18","0","0","0","STRUCTURALLY_POPULATED"
"04-engineering\09-security\03-application-security\SECURE_CODING.md","273","19","0","0","0","STRUCTURALLY_POPULATED"
"04-engineering\09-security\04-api-security\API_SECURITY.md","280","19","0","0","0","STRUCTURALLY_POPULATED"
"04-engineering\09-security\04-api-security\AUTHENTICATION_SECURITY.md","266","18","0","0","0","STRUCTURALLY_POPULATED"
"04-engineering\09-security\04-api-security\AUTHORIZATION_SECURITY.md","263","18","0","0","0","STRUCTURALLY_POPULATED"
"04-engineering\09-security\05-data-security\DATA_CLASSIFICATION.md","266","21","0","0","0","STRUCTURALLY_POPULATED"
"04-engineering\09-security\05-data-security\DATA_ENCRYPTION.md","257","18","0","0","0","STRUCTURALLY_POPULATED"
"04-engineering\09-security\05-data-security\KEY_MANAGEMENT.md","293","20","0","0","0","STRUCTURALLY_POPULATED"
"04-engineering\09-security\06-infrastructure-security\CONTAINER_SECURITY.md","272","19","0","0","0","STRUCTURALLY_POPULATED"
"04-engineering\09-security\06-infrastructure-security\KUBERNETES_SECURITY.md","265","19","0","0","0","STRUCTURALLY_POPULATED"
"04-engineering\09-security\06-infrastructure-security\NETWORK_SECURITY.md","273","19","0","0","0","STRUCTURALLY_POPULATED"
"04-engineering\09-security\07-cloud-security\BACKUP_SECURITY.md","280","19","0","0","0","STRUCTURALLY_POPULATED"
"04-engineering\09-security\07-cloud-security\CLOUD_SECURITY.md","241","17","0","0","0","STRUCTURALLY_POPULATED"
"04-engineering\09-security\07-cloud-security\SECRET_ROTATION.md","251","17","0","0","0","STRUCTURALLY_POPULATED"
"04-engineering\09-security\08-ai-security\AI_GUARDRAILS.md","279","18","0","0","0","STRUCTURALLY_POPULATED"
"04-engineering\09-security\08-ai-security\AI_SAFETY.md","309","22","0","0","0","STRUCTURALLY_POPULATED"
"04-engineering\09-security\08-ai-security\AI_SECURITY.md","282","18","0","0","0","STRUCTURALLY_POPULATED"
"04-engineering\09-security\08-ai-security\MODEL_SECURITY.md","267","18","0","0","0","STRUCTURALLY_POPULATED"
"04-engineering\09-security\08-ai-security\PROMPT_SECURITY.md","267","18","0","0","0","STRUCTURALLY_POPULATED"
"04-engineering\09-security\09-compliance\AUDIT_STANDARD.md","282","18","0","0","0","STRUCTURALLY_POPULATED"
"04-engineering\09-security\09-compliance\COMPLIANCE_FRAMEWORK.md","256","17","0","0","0","STRUCTURALLY_POPULATED"
"04-engineering\09-security\09-compliance\RISK_MANAGEMENT.md","252","17","0","0","0","STRUCTURALLY_POPULATED"
"04-engineering\09-security\09-compliance\VULNERABILITY_MANAGEMENT.md","264","18","0","0","0","STRUCTURALLY_POPULATED"
"04-engineering\09-security\10-reference\SECURITY_CHECKLIST.md","189","16","0","0","0","STRUCTURALLY_POPULATED"
"04-engineering\09-security\10-reference\SECURITY_GLOSSARY.md","108","9","0","0","0","STRUCTURALLY_POPULATED"
"04-engineering\09-security\10-reference\SECURITY_TOOL_REFERENCE.md","225","18","0","0","0","STRUCTURALLY_POPULATED"
"04-engineering\09-security\11-blueprints\AI_SECURITY_REFERENCE_ARCHITECTURE.md","220","22","0","0","0","STRUCTURALLY_POPULATED"
"04-engineering\09-security\11-blueprints\DEFENSE_IN_DEPTH.md","347","20","0","0","0","STRUCTURALLY_POPULATED"
"04-engineering\09-security\11-blueprints\ENTERPRISE_SECURITY_ARCHITECTURE.md","223","13","0","0","0","STRUCTURALLY_POPULATED"
"04-engineering\09-security\11-blueprints\ENTERPRISE_SECURITY_DASHBOARD.md","199","17","0","0","0","STRUCTURALLY_POPULATED"
"04-engineering\09-security\11-blueprints\ENTERPRISE_TRUST_BOUNDARIES.md","272","20","0","0","0","STRUCTURALLY_POPULATED"
"04-engineering\09-security\11-blueprints\SECURITY_CONTROL_MATRIX.md","199","16","0","0","0","STRUCTURALLY_POPULATED"
"04-engineering\09-security\11-blueprints\SECURITY_DECISION_RECORDS.md","235","21","0","0","0","STRUCTURALLY_POPULATED"
"04-engineering\09-security\11-blueprints\SECURITY_IMPLEMENTATION_ROADMAP.md","286","16","0","0","0","STRUCTURALLY_POPULATED"
"04-engineering\09-security\11-blueprints\SECURITY_MATURITY_MODEL.md","236","16","0","0","0","STRUCTURALLY_POPULATED"
"04-engineering\09-security\11-blueprints\SECURITY_REFERENCE_PATTERNS.md","247","19","0","0","0","STRUCTURALLY_POPULATED"
"04-engineering\09-security\11-blueprints\SECURITY_ZONE_MODEL.md","326","21","0","0","0","STRUCTURALLY_POPULATED"
"04-engineering\09-security\11-blueprints\THREAT_MODELING_STANDARD.md","263","16","0","0","0","STRUCTURALLY_POPULATED"
"04-engineering\09-security\11-blueprints\ZERO_TRUST_ARCHITECTURE.md","212","14","0","0","0","STRUCTURALLY_POPULATED"
"05-ai-agents\01-agent-strategy\AGENT_OPERATING_MODEL.md","250","17","0","0","0","STRUCTURALLY_POPULATED"
"05-ai-agents\01-agent-strategy\AGENT_TEAM_STRUCTURE.md","369","20","0","0","0","STRUCTURALLY_POPULATED"
"05-ai-agents\01-agent-strategy\AI_AGENT_STRATEGY.md","239","17","0","0","0","STRUCTURALLY_POPULATED"
"05-ai-agents\02-restaurant-operations\01_RESTAURANT_OPERATIONS_AGENT.md","402","28","0","0","0","STRUCTURALLY_POPULATED"
"05-ai-agents\02-restaurant-operations\02_ORDER_MANAGEMENT_AGENT.md","466","27","0","0","0","STRUCTURALLY_POPULATED"
"05-ai-agents\02-restaurant-operations\03_KITCHEN_OPERATIONS_AGENT.md","520","33","0","0","0","STRUCTURALLY_POPULATED"
"05-ai-agents\02-restaurant-operations\04_DELIVERY_COORDINATION_AGENT.md","516","33","0","0","0","STRUCTURALLY_POPULATED"
"05-ai-agents\02-restaurant-operations\05_INVENTORY_MANAGEMENT_AGENT.md","497","33","0","0","0","STRUCTURALLY_POPULATED"
"05-ai-agents\02-restaurant-operations\06_SUPPLIER_MANAGEMENT_AGENT.md","505","33","0","0","0","STRUCTURALLY_POPULATED"
"05-ai-agents\03-seo-marketing\01_SEO_AGENT.md","500","33","0","0","0","STRUCTURALLY_POPULATED"
"05-ai-agents\03-seo-marketing\02_CONTENT_MARKETING_AGENT.md","510","33","0","0","0","STRUCTURALLY_POPULATED"
"05-ai-agents\03-seo-marketing\03_SOCIAL_MEDIA_AGENT.md","505","33","0","0","0","STRUCTURALLY_POPULATED"
"05-ai-agents\03-seo-marketing\04_PAID_ADVERTISING_AGENT.md","509","33","0","0","0","STRUCTURALLY_POPULATED"
"05-ai-agents\03-seo-marketing\05_EMAIL_MARKETING_AGENT.md","508","33","0","0","0","STRUCTURALLY_POPULATED"
"05-ai-agents\03-seo-marketing\06_LOCAL_SEO_AGENT.md","472","33","0","0","0","STRUCTURALLY_POPULATED"
"05-ai-agents\03-seo-marketing\07_REPUTATION_MANAGEMENT_AGENT.md","489","33","0","1","0","OPEN_DECISIONS"
"05-ai-agents\03-seo-marketing\08_CAMPAIGN_OPTIMIZATION_AGENT.md","501","33","0","0","0","STRUCTURALLY_POPULATED"
"05-ai-agents\04-whatsapp-operations\01_WHATSAPP_CUSTOMER_SUPPORT_AGENT.md","497","33","0","1","0","OPEN_DECISIONS"
"05-ai-agents\04-whatsapp-operations\02_WHATSAPP_ORDER_AGENT.md","543","33","0","0","0","STRUCTURALLY_POPULATED"
"05-ai-agents\04-whatsapp-operations\03_WHATSAPP_MARKETING_AGENT.md","582","43","0","1","0","OPEN_DECISIONS"
"05-ai-agents\04-whatsapp-operations\04_WHATSAPP_CAMPAIGN_AGENT.md","564","40","0","1","0","OPEN_DECISIONS"
"05-ai-agents\04-whatsapp-operations\05_WHATSAPP_CRM_AGENT.md","616","44","0","1","0","OPEN_DECISIONS"
"05-ai-agents\04-whatsapp-operations\06_WHATSAPP_CHATBOT_AGENT.md","657","48","0","1","0","OPEN_DECISIONS"
"05-ai-agents\04-whatsapp-operations\07_WHATSAPP_NOTIFICATION_AGENT.md","644","45","0","1","0","OPEN_DECISIONS"
"05-ai-agents\04-whatsapp-operations\08_WHATSAPP_ANALYTICS_AGENT.md","612","42","0","1","0","OPEN_DECISIONS"
"05-ai-agents\04-whatsapp-operations\INDEX.md","230","15","0","3","0","OPEN_DECISIONS"
"05-ai-agents\04-whatsapp-operations\README.md","270","20","0","0","0","STRUCTURALLY_POPULATED"
"05-ai-agents\05-customer-experience\01_CUSTOMER_SUPPORT_AGENT.md","670","49","0","2","0","OPEN_DECISIONS"
"05-ai-agents\05-customer-experience\02_LOYALTY_PROGRAM_AGENT.md","567","42","0","1","0","OPEN_DECISIONS"
"05-ai-agents\05-customer-experience\03_FEEDBACK_MANAGEMENT_AGENT.md","585","47","0","1","0","OPEN_DECISIONS"
"05-ai-agents\05-customer-experience\04_CUSTOMER_RETENTION_AGENT.md","611","47","0","1","0","OPEN_DECISIONS"
"05-ai-agents\05-customer-experience\05_CUSTOMER_SUCCESS_AGENT.md","597","47","0","2","0","OPEN_DECISIONS"
"05-ai-agents\06-developer-team\01_AI_SOLUTION_ARCHITECT.md","556","42","0","0","0","STRUCTURALLY_POPULATED"
"05-ai-agents\06-developer-team\02_AI_PRODUCT_MANAGER.md","312","23","0","0","0","STRUCTURALLY_POPULATED"
"05-ai-agents\06-developer-team\03_AI_BACKEND_DEVELOPER.md","593","42","0","0","0","STRUCTURALLY_POPULATED"
"05-ai-agents\06-developer-team\04_AI_FRONTEND_DEVELOPER.md","302","22","0","0","0","STRUCTURALLY_POPULATED"
"05-ai-agents\06-developer-team\05_AI_MOBILE_DEVELOPER.md","318","23","0","0","0","STRUCTURALLY_POPULATED"
"05-ai-agents\06-developer-team\06_AI_DATABASE_ENGINEER.md","587","43","0","0","0","STRUCTURALLY_POPULATED"
"05-ai-agents\06-developer-team\07_AI_API_ENGINEER.md","553","42","0","0","0","STRUCTURALLY_POPULATED"
"05-ai-agents\06-developer-team\08_AI_DEVOPS_ENGINEER.md","572","42","0","0","0","STRUCTURALLY_POPULATED"
"05-ai-agents\06-developer-team\09_AI_QA_ENGINEER.md","294","22","0","0","0","STRUCTURALLY_POPULATED"
"05-ai-agents\06-developer-team\10_AI_SECURITY_ENGINEER.md","562","42","0","0","0","STRUCTURALLY_POPULATED"
"05-ai-agents\06-developer-team\11_AI_UI_UX_DESIGNER.md","297","22","0","0","0","STRUCTURALLY_POPULATED"
"05-ai-agents\06-developer-team\12_AI_TECHNICAL_WRITER.md","313","23","0","0","0","STRUCTURALLY_POPULATED"
"05-ai-agents\06-developer-team\13_AI_CODE_REVIEWER.md","544","42","0","0","0","STRUCTURALLY_POPULATED"
"05-ai-agents\06-developer-team\14_AI_PERFORMANCE_ENGINEER.md","311","23","0","0","0","STRUCTURALLY_POPULATED"
"05-ai-agents\06-developer-team\15_AI_RELEASE_MANAGER.md","316","23","0","0","0","STRUCTURALLY_POPULATED"
"05-ai-agents\06-developer-team\16_AI_PROJECT_MANAGER.md","569","42","0","0","0","STRUCTURALLY_POPULATED"
"05-ai-agents\06-developer-team\AI_COLLABORATION_MATRIX.md","344","21","0","0","0","STRUCTURALLY_POPULATED"
"05-ai-agents\06-developer-team\API_MAP.md","333","17","0","0","0","STRUCTURALLY_POPULATED"
"05-ai-agents\06-developer-team\DATABASE_MAP.md","381","21","0","0","0","STRUCTURALLY_POPULATED"
"05-ai-agents\06-developer-team\EVENT_CATALOG.md","471","44","0","0","0","STRUCTURALLY_POPULATED"
"05-ai-agents\06-developer-team\IMPLEMENTATION_GUIDE.md","381","21","0","0","0","STRUCTURALLY_POPULATED"
"05-ai-agents\06-developer-team\INDEX.md","265","24","0","0","0","STRUCTURALLY_POPULATED"
"05-ai-agents\06-developer-team\ORG_CHART.md","399","23","0","0","0","STRUCTURALLY_POPULATED"
"05-ai-agents\06-developer-team\README.md","311","22","0","0","0","STRUCTURALLY_POPULATED"
"05-ai-agents\06-developer-team\SECURITY_MODEL.md","409","23","0","0","0","STRUCTURALLY_POPULATED"
"05-ai-agents\06-developer-team\WORKFLOW_MAP.md","504","22","0","0","0","STRUCTURALLY_POPULATED"
"05-ai-agents\07-analytics-team\01_AI_ANALYTICS_ARCHITECT.md","325","23","0","0","0","STRUCTURALLY_POPULATED"
"05-ai-agents\07-analytics-team\02_AI_BUSINESS_INTELLIGENCE_MANAGER.md","309","23","0","0","0","STRUCTURALLY_POPULATED"
"05-ai-agents\07-analytics-team\03_AI_SALES_ANALYST.md","554","42","0","0","0","STRUCTURALLY_POPULATED"
"05-ai-agents\07-analytics-team\04_AI_CUSTOMER_ANALYST.md","557","42","0","0","0","STRUCTURALLY_POPULATED"
"05-ai-agents\07-analytics-team\05_AI_MENU_ANALYST.md","553","42","0","0","0","STRUCTURALLY_POPULATED"
"05-ai-agents\07-analytics-team\06_AI_MARKETING_ANALYST.md","560","42","0","0","0","STRUCTURALLY_POPULATED"
"05-ai-agents\07-analytics-team\07_AI_DELIVERY_ANALYST.md","556","42","0","0","0","STRUCTURALLY_POPULATED"
"05-ai-agents\07-analytics-team\08_AI_OPERATIONS_ANALYST.md","553","42","0","0","0","STRUCTURALLY_POPULATED"
"05-ai-agents\07-analytics-team\09_AI_FINANCIAL_ANALYST.md","545","42","0","0","0","STRUCTURALLY_POPULATED"
"05-ai-agents\07-analytics-team\10_AI_PREDICTIVE_ANALYTICS_ENGINE.md","557","42","0","0","0","STRUCTURALLY_POPULATED"
"05-ai-agents\07-analytics-team\11_AI_EXECUTIVE_DASHBOARD_MANAGER.md","540","42","0","0","0","STRUCTURALLY_POPULATED"
"05-ai-agents\07-analytics-team\12_AI_REPORTING_MANAGER.md","319","24","0","0","0","STRUCTURALLY_POPULATED"
"05-ai-agents\07-analytics-team\13_AI_DATA_VISUALIZATION_SPECIALIST.md","316","24","0","0","0","STRUCTURALLY_POPULATED"
"05-ai-agents\07-analytics-team\14_AI_KPI_MANAGER.md","307","23","0","0","0","STRUCTURALLY_POPULATED"
"05-ai-agents\07-analytics-team\15_AI_DATA_QUALITY_MANAGER.md","314","23","0","0","0","STRUCTURALLY_POPULATED"
"05-ai-agents\07-analytics-team\16_AI_ANALYTICS_PROJECT_MANAGER.md","317","23","0","0","0","STRUCTURALLY_POPULATED"
"05-ai-agents\07-analytics-team\AI_COLLABORATION_MATRIX.md","339","22","0","0","0","STRUCTURALLY_POPULATED"
"05-ai-agents\07-analytics-team\DATA_SOURCE_MAP.md","411","21","0","0","0","STRUCTURALLY_POPULATED"
"05-ai-agents\07-analytics-team\IMPLEMENTATION_GUIDE.md","379","31","0","0","0","STRUCTURALLY_POPULATED"
"05-ai-agents\07-analytics-team\INDEX.md","257","18","0","1","0","OPEN_DECISIONS"
"05-ai-agents\07-analytics-team\KPI_LIBRARY.md","217","18","0","0","0","STRUCTURALLY_POPULATED"
"05-ai-agents\07-analytics-team\METRIC_CATALOG.md","194","17","0","0","0","STRUCTURALLY_POPULATED"
"05-ai-agents\07-analytics-team\ORG_CHART.md","241","15","0","0","0","STRUCTURALLY_POPULATED"
"05-ai-agents\07-analytics-team\README.md","76","6","0","0","0","STRUCTURALLY_POPULATED"
"05-ai-agents\07-analytics-team\REPORT_CATALOG.md","267","21","0","0","0","STRUCTURALLY_POPULATED"
"05-ai-agents\07-analytics-team\WORKFLOW_MAP.md","458","19","0","0","0","STRUCTURALLY_POPULATED"
"05-ai-agents\08-governance-team\01_AI_GOVERNANCE_ARCHITECT.md","548","42","0","0","0","STRUCTURALLY_POPULATED"
"05-ai-agents\08-governance-team\02_AI_CONSTITUTION_MANAGER.md","548","42","0","0","0","STRUCTURALLY_POPULATED"
"05-ai-agents\08-governance-team\03_AI_POLICY_MANAGER.md","548","42","0","0","0","STRUCTURALLY_POPULATED"
"05-ai-agents\08-governance-team\04_AI_APPROVAL_WORKFLOW_MANAGER.md","550","42","0","4","0","OPEN_DECISIONS"
"05-ai-agents\08-governance-team\05_AI_PERMISSION_MANAGER.md","548","42","0","0","0","STRUCTURALLY_POPULATED"
"05-ai-agents\08-governance-team\06_AI_RISK_MANAGER.md","547","42","0","0","0","STRUCTURALLY_POPULATED"
"05-ai-agents\08-governance-team\07_AI_COMPLIANCE_MANAGER.md","548","42","0","0","0","STRUCTURALLY_POPULATED"
"05-ai-agents\08-governance-team\08_AI_AUDIT_MANAGER.md","544","42","0","0","0","STRUCTURALLY_POPULATED"
"05-ai-agents\08-governance-team\09_AI_SECURITY_GOVERNANCE_MANAGER.md","552","42","0","0","0","STRUCTURALLY_POPULATED"
"05-ai-agents\08-governance-team\10_AI_ETHICS_MANAGER.md","551","42","0","0","0","STRUCTURALLY_POPULATED"
"05-ai-agents\08-governance-team\11_AI_DECISION_ENGINE_MANAGER.md","569","42","0","0","0","STRUCTURALLY_POPULATED"
"05-ai-agents\08-governance-team\12_AI_ACCESS_CONTROL_MANAGER.md","553","42","0","0","0","STRUCTURALLY_POPULATED"
"05-ai-agents\08-governance-team\13_AI_CHANGE_MANAGEMENT_MANAGER.md","562","42","0","0","0","STRUCTURALLY_POPULATED"
"05-ai-agents\08-governance-team\14_AI_INCIDENT_RESPONSE_MANAGER.md","567","42","0","0","0","STRUCTURALLY_POPULATED"
"05-ai-agents\08-governance-team\15_AI_BUSINESS_CONTINUITY_MANAGER.md","553","42","0","0","0","STRUCTURALLY_POPULATED"
"05-ai-agents\08-governance-team\16_AI_GOVERNANCE_PROJECT_MANAGER.md","557","42","0","0","0","STRUCTURALLY_POPULATED"
"05-ai-agents\08-governance-team\GOVERNANCE_GUIDE.md","402","35","0","0","0","STRUCTURALLY_POPULATED"
"05-ai-agents\08-governance-team\INDEX.md","258","18","0","0","0","STRUCTURALLY_POPULATED"
"05-ai-agents\08-governance-team\KPI_FRAMEWORK.md","391","36","0","0","0","STRUCTURALLY_POPULATED"
"05-ai-agents\08-governance-team\ORG_CHART.md","343","20","0","0","0","STRUCTURALLY_POPULATED"
"05-ai-agents\08-governance-team\README.md","225","13","0","0","0","STRUCTURALLY_POPULATED"
"05-ai-agents\08-governance-team\RESPONSIBILITY_MATRIX.md","209","18","0","0","0","STRUCTURALLY_POPULATED"
"05-ai-agents\08-governance-team\ROADMAP.md","309","38","0","0","0","STRUCTURALLY_POPULATED"
"05-ai-agents\08-governance-team\WORKFLOW_MAP.md","806","27","0","0","0","STRUCTURALLY_POPULATED"
"05-ai-agents\09-security-team\01_AI_SECURITY_ARCHITECT.md","548","42","0","0","0","STRUCTURALLY_POPULATED"
"05-ai-agents\09-security-team\02_AI_SOC_MANAGER.md","556","42","0","0","0","STRUCTURALLY_POPULATED"
"05-ai-agents\09-security-team\03_AI_THREAT_INTELLIGENCE_MANAGER.md","551","42","0","0","0","STRUCTURALLY_POPULATED"
"05-ai-agents\09-security-team\04_AI_VULNERABILITY_MANAGER.md","550","42","0","0","0","STRUCTURALLY_POPULATED"
"05-ai-agents\09-security-team\05_AI_PENETRATION_TEST_MANAGER.md","551","42","0","0","0","STRUCTURALLY_POPULATED"
"05-ai-agents\09-security-team\06_AI_ENDPOINT_SECURITY_MANAGER.md","550","42","0","0","0","STRUCTURALLY_POPULATED"
"05-ai-agents\09-security-team\07_AI_NETWORK_SECURITY_MANAGER.md","552","42","0","0","0","STRUCTURALLY_POPULATED"
"05-ai-agents\09-security-team\08_AI_APPLICATION_SECURITY_MANAGER.md","560","42","0","0","0","STRUCTURALLY_POPULATED"
"05-ai-agents\09-security-team\09_AI_CLOUD_SECURITY_MANAGER.md","554","42","0","0","0","STRUCTURALLY_POPULATED"
"05-ai-agents\09-security-team\10_AI_IDENTITY_SECURITY_MANAGER.md","552","42","0","0","0","STRUCTURALLY_POPULATED"
"05-ai-agents\09-security-team\11_AI_SECURITY_OPERATIONS_MANAGER.md","550","42","0","0","0","STRUCTURALLY_POPULATED"
"05-ai-agents\09-security-team\12_AI_DIGITAL_FORENSICS_MANAGER.md","552","42","0","0","0","STRUCTURALLY_POPULATED"
"05-ai-agents\09-security-team\13_AI_SECURITY_AWARENESS_MANAGER.md","550","42","0","0","0","STRUCTURALLY_POPULATED"
"05-ai-agents\09-security-team\14_AI_PRIVACY_MANAGER.md","550","42","0","0","0","STRUCTURALLY_POPULATED"
"05-ai-agents\09-security-team\15_AI_SECURITY_AUTOMATION_MANAGER.md","550","42","0","0","0","STRUCTURALLY_POPULATED"
"05-ai-agents\09-security-team\16_AI_SECURITY_PROJECT_MANAGER.md","551","42","0","0","0","STRUCTURALLY_POPULATED"
"05-ai-agents\09-security-team\INDEX.md","265","19","0","0","0","STRUCTURALLY_POPULATED"
"05-ai-agents\09-security-team\KPI_FRAMEWORK.md","428","44","0","0","0","STRUCTURALLY_POPULATED"
"05-ai-agents\09-security-team\ORG_CHART.md","423","34","0","0","0","STRUCTURALLY_POPULATED"
"05-ai-agents\09-security-team\README.md","171","12","0","0","0","STRUCTURALLY_POPULATED"
"05-ai-agents\09-security-team\RESPONSIBILITY_MATRIX.md","244","21","0","0","0","STRUCTURALLY_POPULATED"
"05-ai-agents\09-security-team\ROADMAP.md","305","37","0","0","0","STRUCTURALLY_POPULATED"
"05-ai-agents\09-security-team\SECURITY_GUIDE.md","388","34","0","0","0","STRUCTURALLY_POPULATED"
"05-ai-agents\09-security-team\WORKFLOW_MAP.md","787","27","0","0","0","STRUCTURALLY_POPULATED"
"05-ai-agents\10-devops-team\01_AI_DEVOPS_DIRECTOR.md","334","26","0","0","0","STRUCTURALLY_POPULATED"
"05-ai-agents\10-devops-team\02_AI_PLATFORM_ENGINEERING_MANAGER.md","363","31","0","0","0","STRUCTURALLY_POPULATED"
"05-ai-agents\10-devops-team\03_AI_CI_CD_MANAGER.md","419","31","0","0","0","STRUCTURALLY_POPULATED"
"05-ai-agents\10-devops-team\04_AI_DOCKER_MANAGER.md","415","32","0","0","0","STRUCTURALLY_POPULATED"
"05-ai-agents\10-devops-team\05_AI_KUBERNETES_MANAGER.md","444","33","0","0","0","STRUCTURALLY_POPULATED"
"05-ai-agents\10-devops-team\06_AI_CLOUD_INFRASTRUCTURE_MANAGER.md","351","29","0","0","0","STRUCTURALLY_POPULATED"
"05-ai-agents\10-devops-team\07_AI_SITE_RELIABILITY_ENGINEERING_MANAGER.md","381","31","0","0","0","STRUCTURALLY_POPULATED"
"05-ai-agents\10-devops-team\08_AI_OBSERVABILITY_MANAGER.md","396","31","0","0","0","STRUCTURALLY_POPULATED"
"05-ai-agents\10-devops-team\09_AI_RELEASE_MANAGER.md","431","35","0","0","0","STRUCTURALLY_POPULATED"
"05-ai-agents\10-devops-team\10_AI_CONFIGURATION_MANAGER.md","420","32","0","0","0","STRUCTURALLY_POPULATED"
"05-ai-agents\10-devops-team\11_AI_BACKUP_DISASTER_RECOVERY_MANAGER.md","403","32","0","0","0","STRUCTURALLY_POPULATED"
"05-ai-agents\10-devops-team\12_AI_DEVSECOPS_MANAGER.md","728","56","0","0","0","STRUCTURALLY_POPULATED"
"05-ai-agents\10-devops-team\13_AI_INFRASTRUCTURE_AUTOMATION_MANAGER.md","662","49","0","0","0","STRUCTURALLY_POPULATED"
"05-ai-agents\10-devops-team\14_AI_COST_OPTIMIZATION_MANAGER.md","661","52","0","0","0","STRUCTURALLY_POPULATED"
"05-ai-agents\10-devops-team\15_AI_INCIDENT_RESPONSE_MANAGER.md","410","30","0","0","0","STRUCTURALLY_POPULATED"
"05-ai-agents\10-devops-team\16_AI_DEVOPS_PROJECT_MANAGER.md","441","35","0","0","0","STRUCTURALLY_POPULATED"
"05-ai-agents\10-devops-team\DEVOPS_GUIDE.md","339","26","0","0","0","STRUCTURALLY_POPULATED"
"05-ai-agents\10-devops-team\INDEX.md","271","18","0","0","0","STRUCTURALLY_POPULATED"
"05-ai-agents\10-devops-team\KPI_FRAMEWORK.md","427","44","0","0","0","STRUCTURALLY_POPULATED"
"05-ai-agents\10-devops-team\ORG_CHART.md","422","33","0","0","0","STRUCTURALLY_POPULATED"
"05-ai-agents\10-devops-team\README.md","181","12","0","0","0","STRUCTURALLY_POPULATED"
"05-ai-agents\10-devops-team\RESPONSIBILITY_MATRIX.md","245","22","0","0","0","STRUCTURALLY_POPULATED"
"05-ai-agents\10-devops-team\ROADMAP.md","325","32","0","0","0","STRUCTURALLY_POPULATED"
"05-ai-agents\10-devops-team\WORKFLOW_MAP.md","638","27","0","0","0","STRUCTURALLY_POPULATED"
"05-ai-agents\11-infrastructure-team\01_AI_INFRASTRUCTURE_DIRECTOR.md","690","48","0","0","0","STRUCTURALLY_POPULATED"
"05-ai-agents\11-infrastructure-team\02_AI_NETWORK_INFRASTRUCTURE_MANAGER.md","467","30","0","0","0","STRUCTURALLY_POPULATED"
"05-ai-agents\11-infrastructure-team\03_AI_SERVER_INFRASTRUCTURE_MANAGER.md","449","30","0","0","0","STRUCTURALLY_POPULATED"
"05-ai-agents\11-infrastructure-team\AI_BOOTSTRAP.md","245","15","0","0","0","STRUCTURALLY_POPULATED"
"05-ai-agents\11-infrastructure-team\AI_CONTEXT.md","316","31","0","0","0","STRUCTURALLY_POPULATED"
"05-ai-agents\11-infrastructure-team\CHANGELOG.md","284","24","0","0","0","STRUCTURALLY_POPULATED"
"05-ai-agents\11-infrastructure-team\INDEX.md","212","22","0","0","0","STRUCTURALLY_POPULATED"
"05-ai-agents\11-infrastructure-team\INFRASTRUCTURE_GUIDE.md","427","29","0","0","0","STRUCTURALLY_POPULATED"
"05-ai-agents\11-infrastructure-team\KPI_FRAMEWORK.md","262","27","0","0","0","STRUCTURALLY_POPULATED"
"05-ai-agents\11-infrastructure-team\ORG_CHART.md","304","25","0","0","0","STRUCTURALLY_POPULATED"
"05-ai-agents\11-infrastructure-team\PROMPT.md","342","26","0","0","0","STRUCTURALLY_POPULATED"
"05-ai-agents\11-infrastructure-team\README.md","215","15","0","0","0","STRUCTURALLY_POPULATED"
"05-ai-agents\11-infrastructure-team\RESPONSIBILITY_MATRIX.md","219","16","0","0","0","STRUCTURALLY_POPULATED"
"05-ai-agents\11-infrastructure-team\ROADMAP.md","333","20","0","0","0","STRUCTURALLY_POPULATED"
"05-ai-agents\11-infrastructure-team\WORKFLOW_MAP.md","437","18","0","0","0","STRUCTURALLY_POPULATED"
