"RelativePath","LineNumber","Pattern","Text"
"04-engineering\01-database\ERD.md","537","Â","Â© 2026 Telepizza Pakistan"
"04-engineering\01-database\PRISMA_GUIDE.md","541","Â","Â© 2026 Telepizza Pakistan"
"04-engineering\02-api\API_ERROR_HANDLING.md","326","Â","Â© 2026 Telepizza Pakistan"
"04-engineering\02-api\API_SPECIFICATIONS.md","1","ðŸ","# ðŸŒ API SPECIFICATIONS"
"04-engineering\02-api\API_SPECIFICATIONS.md","464","Â","Â© 2026 Telepizza Pakistan"
"04-engineering\02-api\API_VERSIONING.md","1","ðŸ","# ðŸ”– API VERSIONING"
"04-engineering\02-api\API_VERSIONING.md","288","Â","Â© 2026 Telepizza Pakistan"
"04-engineering\02-api\WEBHOOK_SPECIFICATIONS.md","1","ðŸ","# ðŸ”” WEBHOOK SPECIFICATIONS"
"04-engineering\02-api\WEBHOOK_SPECIFICATIONS.md","380","Â","Â© 2026 Telepizza Pakistan"
"04-engineering\03-backend\BACKEND_BLUEPRINT.md","1","ðŸ","# ðŸ—ï¸ BACKEND BLUEPRINT"
"04-engineering\03-backend\BACKEND_BLUEPRINT.md","534","Â","Â© 2026 Telepizza Pakistan"
"04-engineering\03-backend\EVENT_HANDLERS.md","446","Â","Â© 2026 Telepizza Pakistan"
"04-engineering\03-backend\MODULE_TEMPLATE.md","1","ðŸ","# ðŸ“¦ MODULE TEMPLATE"
"04-engineering\03-backend\MODULE_TEMPLATE.md","412","Â","Â© 2026 Telepizza Pakistan"
"04-engineering\03-backend\NESTJS_GUIDELINES.md","1","ðŸ","# ðŸš€ NESTJS GUIDELINES"
"04-engineering\03-backend\NESTJS_GUIDELINES.md","453","Â","Â© 2026 Telepizza Pakistan"
"04-engineering\04-frontend\ACCESSIBILITY_GUIDE.md","302","Ã","44 Ã— 44 px"
"04-engineering\04-frontend\ACCESSIBILITY_GUIDE.md","395","Â","Â© 2026 Telepizza Pakistan"
"04-engineering\04-frontend\API_CLIENT_GUIDE.md","1","ðŸ","# ðŸŒ API CLIENT GUIDE"
"04-engineering\04-frontend\API_CLIENT_GUIDE.md","401","Â","Â© 2026 Telepizza Pakistan"
"04-engineering\04-frontend\CHART_STANDARDS.md","1","ðŸ","# ðŸ“ˆ CHART STANDARDS"
"04-engineering\04-frontend\CHART_STANDARDS.md","387","Â","Â© 2026 Telepizza Pakistan"
"04-engineering\04-frontend\DASHBOARD_GUIDELINES.md","1","ðŸ","# ðŸ“Š DASHBOARD GUIDELINES"
"04-engineering\04-frontend\DASHBOARD_GUIDELINES.md","418","Â","Â© 2026 Telepizza Pakistan"
"04-engineering\04-frontend\DATA_TABLE_GUIDE.md","1","ðŸ","# ðŸ“Š DATA TABLE GUIDE"
"04-engineering\04-frontend\DATA_TABLE_GUIDE.md","436","Â","Â© 2026 Telepizza Pakistan"
"04-engineering\04-frontend\DESIGN_SYSTEM.md","1","ðŸ","# ðŸŽ¨ DESIGN SYSTEM"
"04-engineering\04-frontend\DESIGN_SYSTEM.md","562","Â","Â© 2026 Telepizza Pakistan"
"04-engineering\04-frontend\DESIGN_TOKENS.md","1","ðŸ","# ðŸŽ¯ DESIGN TOKENS"
"04-engineering\04-frontend\DESIGN_TOKENS.md","501","Â","Â© 2026 Telepizza Pakistan"
"04-engineering\04-frontend\EMPTY_STATES_AND_FEEDBACK.md","1","ðŸ","# ðŸ’¬ EMPTY STATES AND FEEDBACK"
"04-engineering\04-frontend\EMPTY_STATES_AND_FEEDBACK.md","267","â€“","3â€“5 Seconds"
"04-engineering\04-frontend\EMPTY_STATES_AND_FEEDBACK.md","413","Â","Â© 2026 Telepizza Pakistan"
"04-engineering\04-frontend\ERROR_HANDLING.md","356","Â","Â© 2026 Telepizza Pakistan"
"04-engineering\04-frontend\FILE_UPLOAD_GUIDE.md","1","ðŸ","# ðŸ“¤ FILE UPLOAD GUIDE"
"04-engineering\04-frontend\FILE_UPLOAD_GUIDE.md","414","Â","Â© 2026 Telepizza Pakistan"
"04-engineering\04-frontend\FORM_PATTERNS.md","1","ðŸ","# ðŸ“‹ FORM PATTERNS"
"04-engineering\04-frontend\FORM_PATTERNS.md","568","Â","Â© 2026 Telepizza Pakistan"
"04-engineering\04-frontend\FORM_STANDARDS.md","1","ðŸ","# ðŸ“ FORM STANDARDS"
"04-engineering\04-frontend\FORM_STANDARDS.md","475","Â","Â© 2026 Telepizza Pakistan"
"04-engineering\04-frontend\FRONTEND_BLUEPRINT.md","1","ðŸ","# ðŸŽ¨ FRONTEND BLUEPRINT"
"04-engineering\04-frontend\FRONTEND_BLUEPRINT.md","391","Â","Â© 2026 Telepizza Pakistan"
"04-engineering\04-frontend\FRONTEND_FOLDER_STRUCTURE.md","1","ðŸ","# ðŸ“ FRONTEND FOLDER STRUCTURE"
"04-engineering\04-frontend\FRONTEND_FOLDER_STRUCTURE.md","541","Â","Â© 2026 Telepizza Pakistan"
"04-engineering\04-frontend\FRONTEND_SECURITY.md","1","ðŸ","# ðŸ”’ FRONTEND SECURITY"
"04-engineering\04-frontend\FRONTEND_SECURITY.md","394","Â","Â© 2026 Telepizza Pakistan"
"04-engineering\04-frontend\ICONOGRAPHY_GUIDE.md","1","ðŸ","# ðŸŽ¯ ICONOGRAPHY GUIDE"
"04-engineering\04-frontend\ICONOGRAPHY_GUIDE.md","472","Â","Â© 2026 Telepizza Pakistan"
"04-engineering\04-frontend\INTERNATIONALIZATION.md","1","ðŸ","# ðŸŒ INTERNATIONALIZATION (i18n)"
"04-engineering\04-frontend\INTERNATIONALIZATION.md","402","Â","Â© 2026 Telepizza Pakistan"
"04-engineering\04-frontend\NAVIGATION_GUIDE.md","1","ðŸ","# ðŸ§­ NAVIGATION GUIDE"
"04-engineering\04-frontend\NAVIGATION_GUIDE.md","414","Â","Â© 2026 Telepizza Pakistan"
"04-engineering\04-frontend\PERFORMANCE_GUIDE.md","280","â€“","- Debounce (300â€“500 ms)"
"04-engineering\04-frontend\PERFORMANCE_GUIDE.md","393","Â","Â© 2026 Telepizza Pakistan"
"04-engineering\04-frontend\ROUTING_STRATEGY.md","1","ðŸ","# ðŸ§­ ROUTING STRATEGY"
"04-engineering\04-frontend\ROUTING_STRATEGY.md","310","Â","Â© 2026 Telepizza Pakistan"
"04-engineering\04-frontend\SEARCH_EXPERIENCE.md","1","ðŸ","# ðŸ” SEARCH EXPERIENCE"
"04-engineering\04-frontend\SEARCH_EXPERIENCE.md","131","â€“","300â€“500 ms"
"04-engineering\04-frontend\SEARCH_EXPERIENCE.md","429","Â","Â© 2026 Telepizza Pakistan"
"04-engineering\04-frontend\STATE_MANAGEMENT.md","1","ðŸ","# ðŸ—‚ï¸ STATE MANAGEMENT"
"04-engineering\04-frontend\STATE_MANAGEMENT.md","475","Â","Â© 2026 Telepizza Pakistan"
"04-engineering\04-frontend\THEME_GUIDE.md","1","ðŸ","# ðŸŽ¨ THEME GUIDE"
"04-engineering\04-frontend\THEME_GUIDE.md","372","Â","Â© 2026 Telepizza Pakistan"
"04-engineering\04-frontend\UI_COMPONENT_GUIDE.md","1","ðŸ","# ðŸ§© UI COMPONENT GUIDE"
"04-engineering\04-frontend\UI_COMPONENT_GUIDE.md","375","Â","Â© 2026 Telepizza Pakistan"
"04-engineering\05-mobile\ANALYTICS_AND_TELEMETRY.md","1","ðŸ","# ðŸ“Š ANALYTICS AND TELEMETRY"
"04-engineering\05-mobile\ANALYTICS_AND_TELEMETRY.md","406","Â","Â© 2026 Telepizza Pakistan"
"04-engineering\05-mobile\APP_RELEASE_GUIDE.md","1","ðŸ","# ðŸš€ APP RELEASE GUIDE"
"04-engineering\05-mobile\APP_RELEASE_GUIDE.md","391","Â","Â© 2026 Telepizza Pakistan"
"04-engineering\05-mobile\BACKGROUND_TASKS.md","383","Â","Â© 2026 Telepizza Pakistan"
"04-engineering\05-mobile\BIOMETRIC_AUTH.md","1","ðŸ","# ðŸ” BIOMETRIC AUTHENTICATION"
"04-engineering\05-mobile\BIOMETRIC_AUTH.md","335","Â","Â© 2026 Telepizza Pakistan"
"04-engineering\05-mobile\CAMERA_AND_SCANNER.md","1","ðŸ","# ðŸ“· CAMERA AND SCANNER"
"04-engineering\05-mobile\CAMERA_AND_SCANNER.md","374","Â","Â© 2026 Telepizza Pakistan"
"04-engineering\05-mobile\CRASH_REPORTING_AND_MONITORING.md","1","ðŸ","# ðŸ“Š CRASH REPORTING AND MONITORING"
"04-engineering\05-mobile\CRASH_REPORTING_AND_MONITORING.md","369","Â","Â© 2026 Telepizza Pakistan"
"04-engineering\05-mobile\DEEP_LINKING.md","1","ðŸ","# ðŸ”— DEEP LINKING"
"04-engineering\05-mobile\DEEP_LINKING.md","319","Â","Â© 2026 Telepizza Pakistan"
"04-engineering\05-mobile\DEVICE_CAPABILITIES.md","1","ðŸ","# ðŸ“± DEVICE CAPABILITIES"
"04-engineering\05-mobile\DEVICE_CAPABILITIES.md","286","Â","Â© 2026 Telepizza Pakistan"
"04-engineering\05-mobile\DOMAIN_EVENT_CATALOG.md","1","ðŸ","# ðŸ“š DOMAIN EVENT CATALOG"
"04-engineering\05-mobile\DOMAIN_EVENT_CATALOG.md","537","Â","Â© 2026 Telepizza Pakistan"
"04-engineering\05-mobile\EVENT_DRIVEN_ARCHITECTURE.md","507","Â","Â© 2026 Telepizza Pakistan"
"04-engineering\05-mobile\FEATURE_FLAGS_AND_REMOTE_CONFIG.md","1","ðŸ","# ðŸš© FEATURE FLAGS AND REMOTE CONFIG"
"04-engineering\05-mobile\FEATURE_FLAGS_AND_REMOTE_CONFIG.md","174","â€”","Feature flags complementâ€”but do not replaceâ€”backend authorization."
"04-engineering\05-mobile\FEATURE_FLAGS_AND_REMOTE_CONFIG.md","413","Â","Â© 2026 Telepizza Pakistan"
"04-engineering\05-mobile\LOCAL_STORAGE_GUIDE.md","1","ðŸ","# ðŸ’¾ LOCAL STORAGE GUIDE"
"04-engineering\05-mobile\LOCAL_STORAGE_GUIDE.md","450","Â","Â© 2026 Telepizza Pakistan"
"04-engineering\05-mobile\LOCATION_SERVICES.md","1","ðŸ","# ðŸ“ LOCATION SERVICES"
"04-engineering\05-mobile\LOCATION_SERVICES.md","299","Â","Â© 2026 Telepizza Pakistan"
"04-engineering\05-mobile\MOBILE_API_GUIDE.md","1","ðŸ","# ðŸŒ MOBILE API GUIDE"
"04-engineering\05-mobile\MOBILE_API_GUIDE.md","443","Â","Â© 2026 Telepizza Pakistan"
"04-engineering\05-mobile\MOBILE_BLUEPRINT.md","1","ðŸ","# ðŸ“± MOBILE BLUEPRINT"
"04-engineering\05-mobile\MOBILE_BLUEPRINT.md","418","Â","Â© 2026 Telepizza Pakistan"
"04-engineering\05-mobile\MOBILE_COMPATIBILITY_MATRIX.md","1","ðŸ","# ðŸ“± MOBILE COMPATIBILITY MATRIX"
"04-engineering\05-mobile\MOBILE_COMPATIBILITY_MATRIX.md","342","Â","Â© 2026 Telepizza Pakistan"
"04-engineering\05-mobile\MOBILE_COMPONENT_GUIDE.md","1","ðŸ","# ðŸ“¦ MOBILE COMPONENT GUIDE"
"04-engineering\05-mobile\MOBILE_COMPONENT_GUIDE.md","387","Ã","- Touch Targets (â‰¥ 44 Ã— 44 px)"
"04-engineering\05-mobile\MOBILE_COMPONENT_GUIDE.md","475","Â","Â© 2026 Telepizza Pakistan"
"04-engineering\05-mobile\MOBILE_DESIGN_SYSTEM.md","1","ðŸ","# ðŸ“± MOBILE DESIGN SYSTEM"
"04-engineering\05-mobile\MOBILE_DESIGN_SYSTEM.md","359","Ã","44 Ã— 44 px"
"04-engineering\05-mobile\MOBILE_DESIGN_SYSTEM.md","436","Â","Â© 2026 Telepizza Pakistan"
"04-engineering\05-mobile\MOBILE_FOLDER_STRUCTURE.md","1","ðŸ","# ðŸ“ MOBILE FOLDER STRUCTURE"
"04-engineering\05-mobile\MOBILE_FOLDER_STRUCTURE.md","532","Â","Â© 2026 Telepizza Pakistan"
"04-engineering\05-mobile\MOBILE_PERFORMANCE.md","239","â€“","150â€“300 ms"
"04-engineering\05-mobile\MOBILE_PERFORMANCE.md","362","Â","Â© 2026 Telepizza Pakistan"
"04-engineering\05-mobile\MOBILE_SECURITY.md","1","ðŸ","# ðŸ”’ MOBILE SECURITY"
"04-engineering\05-mobile\MOBILE_SECURITY.md","374","Â","Â© 2026 Telepizza Pakistan"
"04-engineering\05-mobile\OFFLINE_SYNC.md","1","ðŸ","# ðŸ“¡ OFFLINE SYNC"
"04-engineering\05-mobile\OFFLINE_SYNC.md","332","Â","Â© 2026 Telepizza Pakistan"
"04-engineering\05-mobile\PUSH_NOTIFICATION_GUIDE.md","1","ðŸ","# ðŸ”” PUSH NOTIFICATION GUIDE"
"04-engineering\05-mobile\PUSH_NOTIFICATION_GUIDE.md","435","Â","Â© 2026 Telepizza Pakistan"
"04-engineering\05-mobile\SECURITY_CHECKLIST.md","515","Â","Â© 2026 Telepizza Pakistan"
"04-engineering\05-mobile\STORAGE_SCHEMA.md","1","ðŸ","# ðŸ—„ï¸ STORAGE SCHEMA"
"04-engineering\05-mobile\STORAGE_SCHEMA.md","510","Â","Â© 2026 Telepizza Pakistan"
"04-engineering\05-mobile\SYNC_ENGINE_ARCHITECTURE.md","1","ðŸ","# ðŸ”„ SYNC ENGINE ARCHITECTURE"
"04-engineering\05-mobile\SYNC_ENGINE_ARCHITECTURE.md","468","Â","Â© 2026 Telepizza Pakistan"
"04-engineering\05-mobile\SYNC_PROTOCOL_SPECIFICATION.md","1","ðŸ","# ðŸ”„ SYNC PROTOCOL SPECIFICATION"
"04-engineering\05-mobile\SYNC_PROTOCOL_SPECIFICATION.md","468","Â","Â© 2026 Telepizza Pakistan"
"04-engineering\06-ai\00-overview\AI_REFERENCE_ARCHITECTURE.md","1","ðŸ","# ðŸ› AI REFERENCE ARCHITECTURE"
"04-engineering\06-ai\00-overview\AI_REFERENCE_ARCHITECTURE.md","654","Â","Â© 2026 Telepizza Pakistan"
"04-engineering\06-ai\00-overview\INDEX.md","1","ðŸ","# ðŸ“š AI Engineering Index"
"04-engineering\06-ai\00-overview\INDEX.md","38","ðŸ","| Status | ðŸš§ In Progress |"
"04-engineering\06-ai\00-overview\INDEX.md","212","ðŸ","| Overview | 3 | ðŸš§ |"
"04-engineering\06-ai\00-overview\INDEX.md","213","ðŸ","| Foundation | 6 | ðŸš§ |"
"04-engineering\06-ai\00-overview\INDEX.md","214","ðŸ","| Agents | 6 | ðŸš§ |"
"04-engineering\06-ai\00-overview\INDEX.md","218","ðŸ","| Tools | 4 | ðŸš§ |"
"04-engineering\06-ai\00-overview\INDEX.md","234","ðŸ","| Status | ðŸš§ In Progress |"
"04-engineering\06-ai\00-overview\INDEX.md","277","Â","Â© 2026 Telepizza Platform"
"04-engineering\06-ai\00-overview\README.md","1","ðŸ","# ðŸ¤– AI Engineering"
"04-engineering\06-ai\00-overview\README.md","314","Â","Â© 2026 Telepizza Pakistan"
"04-engineering\06-ai\01-foundation\AI_ARCHITECTURE.md","1","ðŸ","# ðŸ› AI ARCHITECTURE"
"04-engineering\06-ai\01-foundation\AI_ARCHITECTURE.md","400","Â","Â© 2026 Telepizza Pakistan"
"04-engineering\06-ai\01-foundation\AI_CONSTITUTION.md","1","ðŸ","# ðŸ“œ AI CONSTITUTION"
"04-engineering\06-ai\01-foundation\AI_CONSTITUTION.md","357","Â","Â© 2026 Telepizza Pakistan"
"04-engineering\06-ai\01-foundation\AI_DECISION_ENGINE.md","1","ðŸ","# ðŸ§  AI DECISION ENGINE"
"04-engineering\06-ai\01-foundation\AI_DECISION_ENGINE.md","393","Â","Â© 2026 Telepizza Pakistan"
"04-engineering\06-ai\01-foundation\AI_ENGINEERING.md","1","ðŸ","# ðŸ¤– AI ENGINEERING"
"04-engineering\06-ai\01-foundation\AI_ENGINEERING.md","44","â€”","The Telepizza Platform uses AI to enhanceâ€”not replaceâ€”human decision making."
"04-engineering\06-ai\01-foundation\AI_ENGINEERING.md","298","Â","Â© 2026 Telepizza Pakistan"
"04-engineering\06-ai\01-foundation\AI_GOVERNANCE.md","1","ðŸ","# ðŸ› AI GOVERNANCE"
"04-engineering\06-ai\01-foundation\AI_GOVERNANCE.md","401","Â","Â© 2026 Telepizza Pakistan"
"04-engineering\06-ai\01-foundation\AI_SECURITY.md","1","ðŸ","# ðŸ”’ AI SECURITY"
"04-engineering\06-ai\01-foundation\AI_SECURITY.md","341","Â","Â© 2026 Telepizza Pakistan"
"04-engineering\06-ai\02-agents\AGENT_DEVELOPMENT_GUIDE.md","1","ðŸ","# ðŸ¤– AGENT DEVELOPMENT GUIDE"
"04-engineering\06-ai\02-agents\AGENT_DEVELOPMENT_GUIDE.md","320","Â","Â© 2026 Telepizza Pakistan"
"04-engineering\06-ai\02-agents\AGENT_LIFECYCLE.md","1","ðŸ","# ðŸ”„ AGENT LIFECYCLE"
"04-engineering\06-ai\02-agents\AGENT_LIFECYCLE.md","89","â€”","# 4. Phase 1 â€” Business Need"
"04-engineering\06-ai\02-agents\AGENT_LIFECYCLE.md","107","â€”","# 5. Phase 2 â€” Design"
"04-engineering\06-ai\02-agents\AGENT_LIFECYCLE.md","126","â€”","# 6. Phase 3 â€” Approval"
"04-engineering\06-ai\02-agents\AGENT_LIFECYCLE.md","139","â€”","# 7. Phase 4 â€” Development"
"04-engineering\06-ai\02-agents\AGENT_LIFECYCLE.md","153","â€”","# 8. Phase 5 â€” Testing"
"04-engineering\06-ai\02-agents\AGENT_LIFECYCLE.md","168","â€”","# 9. Phase 6 â€” Evaluation"
"04-engineering\06-ai\02-agents\AGENT_LIFECYCLE.md","183","â€”","# 10. Phase 7 â€” Deployment"
"04-engineering\06-ai\02-agents\AGENT_LIFECYCLE.md","205","â€”","# 11. Phase 8 â€” Monitoring"
"04-engineering\06-ai\02-agents\AGENT_LIFECYCLE.md","220","â€”","# 12. Phase 9 â€” Optimization"
"04-engineering\06-ai\02-agents\AGENT_LIFECYCLE.md","235","â€”","# 13. Phase 10 â€” Version Management"
"04-engineering\06-ai\02-agents\AGENT_LIFECYCLE.md","255","â€”","# 14. Phase 11 â€” Retirement"
"04-engineering\06-ai\02-agents\AGENT_LIFECYCLE.md","369","Â","Â© 2026 Telepizza Pakistan"
"04-engineering\06-ai\02-agents\AGENT_PERMISSION_MATRIX.md","1","ðŸ","# ðŸ” AGENT PERMISSION MATRIX"
"04-engineering\06-ai\02-agents\AGENT_PERMISSION_MATRIX.md","455","Â","Â© 2026 Telepizza Pakistan"
"04-engineering\06-ai\02-agents\AGENT_REGISTRY.md","1","ðŸ","# ðŸ¤– AGENT REGISTRY"
"04-engineering\06-ai\02-agents\AGENT_REGISTRY.md","337","Â","Â© 2026 Telepizza Pakistan"
"04-engineering\06-ai\02-agents\AI_AGENT_COMMUNICATION_PROTOCOL.md","1","ðŸ","# ðŸ¤ AI AGENT COMMUNICATION PROTOCOL"
"04-engineering\06-ai\02-agents\AI_AGENT_COMMUNICATION_PROTOCOL.md","377","Â","Â© 2026 Telepizza Pakistan"
"04-engineering\06-ai\02-agents\HUMAN_APPROVAL_WORKFLOWS.md","1","ðŸ","# ðŸ‘¤ HUMAN APPROVAL WORKFLOWS"
"04-engineering\06-ai\02-agents\HUMAN_APPROVAL_WORKFLOWS.md","438","Â","Â© 2026 Telepizza Pakistan"
"04-engineering\06-ai\03-prompts\PROMPT_ENGINEERING.md","1","ðŸ","# ðŸ“ PROMPT ENGINEERING"
"04-engineering\06-ai\03-prompts\PROMPT_ENGINEERING.md","283","Â","Â© 2026 Telepizza Pakistan"
"04-engineering\06-ai\03-prompts\PROMPT_LIBRARY.md","1","ðŸ","# ðŸ“š PROMPT LIBRARY"
"04-engineering\06-ai\03-prompts\PROMPT_LIBRARY.md","357","Â","Â© 2026 Telepizza Pakistan"
"04-engineering\06-ai\04-models\MODEL_CAPABILITY_MATRIX.md","1","ðŸ","# ðŸ“Š MODEL CAPABILITY MATRIX"
"04-engineering\06-ai\04-models\MODEL_CAPABILITY_MATRIX.md","80","â€“","| General Intelligence | 1â€“5 |"
"04-engineering\06-ai\04-models\MODEL_CAPABILITY_MATRIX.md","81","â€“","| Reasoning | 1â€“5 |"
"04-engineering\06-ai\04-models\MODEL_CAPABILITY_MATRIX.md","82","â€“","| Coding | 1â€“5 |"
"04-engineering\06-ai\04-models\MODEL_CAPABILITY_MATRIX.md","83","â€“","| Mathematics | 1â€“5 |"
"04-engineering\06-ai\04-models\MODEL_CAPABILITY_MATRIX.md","270","Â","Â© 2026 Telepizza Pakistan"
"04-engineering\06-ai\04-models\MODEL_ROUTING.md","1","ðŸ","# ðŸ§  MODEL ROUTING"
"04-engineering\06-ai\04-models\MODEL_ROUTING.md","353","Â","Â© 2026 Telepizza Pakistan"
"04-engineering\06-ai\04-models\TOKEN_AND_COST_MANAGEMENT.md","1","ðŸ","# ðŸ’° TOKEN AND COST MANAGEMENT"
"04-engineering\06-ai\04-models\TOKEN_AND_COST_MANAGEMENT.md","281","Â","Â© 2026 Telepizza Pakistan"
"04-engineering\06-ai\05-context\AI_MEMORY_ENGINE.md","1","ðŸ","# ðŸ§  AI MEMORY ENGINE"
"04-engineering\06-ai\05-context\AI_MEMORY_ENGINE.md","415","Â","Â© 2026 Telepizza Pakistan"
"04-engineering\06-ai\05-context\CONTEXT_ENGINE.md","1","ðŸ","# ðŸ§  CONTEXT ENGINE"
"04-engineering\06-ai\05-context\CONTEXT_ENGINE.md","351","Â","Â© 2026 Telepizza Pakistan"
"04-engineering\06-ai\05-context\KNOWLEDGE_BASE_ARCHITECTURE.md","1","ðŸ","# ðŸ“š KNOWLEDGE BASE ARCHITECTURE"
"04-engineering\06-ai\05-context\KNOWLEDGE_BASE_ARCHITECTURE.md","390","Â","Â© 2026 Telepizza Pakistan"
"04-engineering\06-ai\05-context\RAG_ARCHITECTURE.md","1","ðŸ","# ðŸ“š RAG ARCHITECTURE"
"04-engineering\06-ai\05-context\RAG_ARCHITECTURE.md","391","Â","Â© 2026 Telepizza Pakistan"
"04-engineering\06-ai\06-tools\MCP_INTEGRATION.md","1","ðŸ","# ðŸ”Œ MODEL CONTEXT PROTOCOL (MCP) INTEGRATION"
"04-engineering\06-ai\06-tools\MCP_INTEGRATION.md","344","Â","Â© 2026 Telepizza Pakistan"
"04-engineering\06-ai\06-tools\TOOL_CALLING_STANDARD.md","1","ðŸ","# ðŸ”§ TOOL CALLING STANDARD"
"04-engineering\06-ai\06-tools\TOOL_CALLING_STANDARD.md","382","Â","Â© 2026 Telepizza Pakistan"
"04-engineering\06-ai\06-tools\TOOL_PERMISSION_MATRIX.md","1","ðŸ","# ðŸ” TOOL PERMISSION MATRIX"
"04-engineering\06-ai\06-tools\TOOL_PERMISSION_MATRIX.md","359","Â","Â© 2026 Telepizza Pakistan"
"04-engineering\06-ai\06-tools\TOOL_REGISTRY.md","1","ðŸ","# ðŸ›  TOOL REGISTRY"
"04-engineering\06-ai\06-tools\TOOL_REGISTRY.md","356","Â","Â© 2026 Telepizza Pakistan"
"04-engineering\06-ai\07-workflows\AI_RATE_LIMITING.md","1","ðŸ","# ðŸš¦ AI RATE LIMITING"
"04-engineering\06-ai\07-workflows\AI_RATE_LIMITING.md","342","Â","Â© 2026 Telepizza Pakistan"
"04-engineering\06-ai\07-workflows\AI_WORKFLOW_ENGINE.md","497","Â","Â© 2026 Telepizza Pakistan"
"04-engineering\06-ai\08-operations\AI_EVALUATION_FRAMEWORK.md","1","ðŸ","# ðŸ“ˆ AI EVALUATION FRAMEWORK"
"04-engineering\06-ai\08-operations\AI_EVALUATION_FRAMEWORK.md","314","Â","Â© 2026 Telepizza Pakistan"
"04-engineering\06-ai\08-operations\AI_OBSERVABILITY.md","1","ðŸ","# ðŸ“Š AI OBSERVABILITY"
"04-engineering\06-ai\08-operations\AI_OBSERVABILITY.md","324","Â","Â© 2026 Telepizza Pakistan"
"04-engineering\06-ai\09-ai-workforce\AI_COLLABORATION_GUIDE.md","1","ðŸ","# ðŸ¤ AI COLLABORATION GUIDE"
"04-engineering\06-ai\09-ai-workforce\AI_COLLABORATION_GUIDE.md","337","Â","Â© 2026 Mianx.ai"
"04-engineering\06-ai\09-ai-workforce\AI_COMPENSATION_MODEL.md","1","ðŸ","# ðŸ’° AI COMPENSATION MODEL"
"04-engineering\06-ai\09-ai-workforce\AI_COMPENSATION_MODEL.md","292","Â","Â© 2026 Mianx.ai"
"04-engineering\06-ai\09-ai-workforce\AI_DEPARTMENTS.md","1","ðŸ","# ðŸ¢ AI DEPARTMENTS"
"04-engineering\06-ai\09-ai-workforce\AI_DEPARTMENTS.md","380","Â","Â© 2026 Mianx.ai"
"04-engineering\06-ai\09-ai-workforce\AI_HIRING_AND_RETIREMENT.md","1","ðŸ","# ðŸ‘¥ AI HIRING AND RETIREMENT"
"04-engineering\06-ai\09-ai-workforce\AI_HIRING_AND_RETIREMENT.md","348","Â","Â© 2026 Mianx.ai"
"04-engineering\06-ai\09-ai-workforce\AI_JOB_DESCRIPTIONS.md","1","ðŸ","# ðŸ‘¨â€ðŸ’¼ AI JOB DESCRIPTIONS"
"04-engineering\06-ai\09-ai-workforce\AI_JOB_DESCRIPTIONS.md","485","Â","Â© 2026 Mianx.ai"
"04-engineering\06-ai\09-ai-workforce\AI_KPI_FRAMEWORK.md","1","ðŸ","# ðŸ“Š AI KPI FRAMEWORK"
"04-engineering\06-ai\09-ai-workforce\AI_KPI_FRAMEWORK.md","257","â€“","95â€“100%"
"04-engineering\06-ai\09-ai-workforce\AI_KPI_FRAMEWORK.md","261","â€“","90â€“94%"
"04-engineering\06-ai\09-ai-workforce\AI_KPI_FRAMEWORK.md","265","â€“","80â€“89%"
"04-engineering\06-ai\09-ai-workforce\AI_KPI_FRAMEWORK.md","269","â€“","70â€“79%"
"04-engineering\06-ai\09-ai-workforce\AI_KPI_FRAMEWORK.md","337","Â","Â© 2026 Mianx.ai"
"04-engineering\06-ai\09-ai-workforce\AI_ORGANIZATION_CHART.md","1","ðŸ","# ðŸ¢ AI ORGANIZATION CHART"
"04-engineering\06-ai\09-ai-workforce\AI_ORGANIZATION_CHART.md","317","Â","Â© 2026 Mianx.ai"
"04-engineering\06-ai\09-ai-workforce\AI_PERFORMANCE_REVIEWS.md","1","ðŸ","# ðŸ“‹ AI PERFORMANCE REVIEWS"
"04-engineering\06-ai\09-ai-workforce\AI_PERFORMANCE_REVIEWS.md","138","â€“","95â€“100%"
"04-engineering\06-ai\09-ai-workforce\AI_PERFORMANCE_REVIEWS.md","142","â€“","90â€“94%"
"04-engineering\06-ai\09-ai-workforce\AI_PERFORMANCE_REVIEWS.md","146","â€“","80â€“89%"
"04-engineering\06-ai\09-ai-workforce\AI_PERFORMANCE_REVIEWS.md","150","â€“","70â€“79%"
"04-engineering\06-ai\09-ai-workforce\AI_PERFORMANCE_REVIEWS.md","325","Â","Â© 2026 Mianx.ai"
"04-engineering\07-testing\00-overview\INDEX.md","1","ðŸ","# ðŸ“š Testing Engineering Index"
"04-engineering\07-testing\00-overview\INDEX.md","270","Â","Â© 2026 Telepizza Platform"
"04-engineering\07-testing\00-overview\README.md","1","ðŸ","# ðŸ§ª Testing Engineering"
"04-engineering\07-testing\00-overview\README.md","299","Â","Â© 2026 Telepizza Platform"
"04-engineering\07-testing\00-overview\TESTING_STRATEGY.md","1","ðŸ","# ðŸŽ¯ TESTING STRATEGY"
"04-engineering\07-testing\00-overview\TESTING_STRATEGY.md","370","Â","Â© 2026 Telepizza Platform"
"04-engineering\07-testing\01-unit\MOCKING_GUIDELINES.md","1","ðŸ","# ðŸŽ­ MOCKING GUIDELINES"
"04-engineering\07-testing\01-unit\MOCKING_GUIDELINES.md","342","Â","Â© 2026 Telepizza Platform"
