"RelativePath","Classification","ValidUTF8","UTF8BOM","SuspiciousText","MatchedCodePoints","SizeBytes","Error"
"04-engineering\08-deployment\09-operations\ON_CALL_GUIDE.md","VALID_UTF8_CLEAN","True","False","False","","4156",""
"04-engineering\08-deployment\09-operations\POSTMORTEM_PROCESS.md","VALID_UTF8_CLEAN","True","False","False","","4372",""
"04-engineering\08-deployment\09-operations\RUNBOOKS.md","VALID_UTF8_CLEAN","True","False","False","","3883",""
"04-engineering\08-deployment\10-reference\DEPLOYMENT_CHECKLIST_MASTER.md","VALID_UTF8_CLEAN","True","False","False","","3788",""
"04-engineering\08-deployment\10-reference\DEPLOYMENT_GLOSSARY.md","VALID_UTF8_CLEAN","True","False","False","","4500",""
"04-engineering\08-deployment\10-reference\TOOL_REFERENCE.md","VALID_UTF8_CLEAN","True","False","False","","4904",""
"04-engineering\09-security\01-security-governance\SECURITY_GOVERNANCE.md","VALID_UTF8_CLEAN","True","False","False","","4089",""
"04-engineering\09-security\01-security-governance\SECURITY_POLICIES.md","VALID_UTF8_CLEAN","True","False","False","","4215",""
"04-engineering\09-security\01-security-governance\SECURITY_STRATEGY.md","VALID_UTF8_CLEAN","True","False","False","","3192",""
"04-engineering\09-security\02-identity-access\IAM_STANDARD.md","VALID_UTF8_CLEAN","True","False","False","","4154",""
"04-engineering\09-security\02-identity-access\MFA_STANDARD.md","VALID_UTF8_CLEAN","True","False","False","","4158",""
"04-engineering\09-security\02-identity-access\RBAC_STANDARD.md","VALID_UTF8_CLEAN","True","False","False","","3835",""
"04-engineering\09-security\03-application-security\DEPENDENCY_SECURITY.md","VALID_UTF8_CLEAN","True","False","False","","4046",""
"04-engineering\09-security\03-application-security\INPUT_VALIDATION.md","VALID_UTF8_CLEAN","True","False","False","","3824",""
"04-engineering\09-security\03-application-security\SECURE_CODING.md","VALID_UTF8_CLEAN","True","False","False","","4318",""
"04-engineering\09-security\04-api-security\API_SECURITY.md","VALID_UTF8_CLEAN","True","False","False","","4274",""
"04-engineering\09-security\04-api-security\AUTHENTICATION_SECURITY.md","VALID_UTF8_CLEAN","True","False","False","","4185",""
"04-engineering\09-security\04-api-security\AUTHORIZATION_SECURITY.md","VALID_UTF8_CLEAN","True","False","False","","4355",""
"04-engineering\09-security\05-data-security\DATA_CLASSIFICATION.md","VALID_UTF8_CLEAN","True","False","False","","4511",""
"04-engineering\09-security\05-data-security\DATA_ENCRYPTION.md","VALID_UTF8_CLEAN","True","False","False","","4058",""
"04-engineering\09-security\05-data-security\KEY_MANAGEMENT.md","VALID_UTF8_CLEAN","True","False","False","","4613",""
"04-engineering\09-security\06-infrastructure-security\CONTAINER_SECURITY.md","VALID_UTF8_CLEAN","True","False","False","","4254",""
"04-engineering\09-security\06-infrastructure-security\KUBERNETES_SECURITY.md","VALID_UTF8_CLEAN","True","False","False","","4302",""
"04-engineering\09-security\06-infrastructure-security\NETWORK_SECURITY.md","VALID_UTF8_CLEAN","True","False","False","","4552",""
"04-engineering\09-security\07-cloud-security\BACKUP_SECURITY.md","VALID_UTF8_CLEAN","True","False","False","","4151",""
"04-engineering\09-security\07-cloud-security\CLOUD_SECURITY.md","VALID_UTF8_CLEAN","True","False","False","","3757",""
"04-engineering\09-security\07-cloud-security\SECRET_ROTATION.md","VALID_UTF8_CLEAN","True","False","False","","3993",""
"04-engineering\09-security\08-ai-security\AI_GUARDRAILS.md","VALID_UTF8_CLEAN","True","False","False","","4217",""
"04-engineering\09-security\08-ai-security\AI_SAFETY.md","VALID_UTF8_CLEAN","True","False","False","","4543",""
"04-engineering\09-security\08-ai-security\AI_SECURITY.md","VALID_UTF8_CLEAN","True","False","False","","4239",""
"04-engineering\09-security\08-ai-security\MODEL_SECURITY.md","VALID_UTF8_CLEAN","True","False","False","","4047",""
"04-engineering\09-security\08-ai-security\PROMPT_SECURITY.md","VALID_UTF8_CLEAN","True","False","False","","4118",""
"04-engineering\09-security\09-compliance\AUDIT_STANDARD.md","VALID_UTF8_CLEAN","True","False","False","","4287",""
"04-engineering\09-security\09-compliance\COMPLIANCE_FRAMEWORK.md","VALID_UTF8_CLEAN","True","False","False","","3955",""
"04-engineering\09-security\09-compliance\RISK_MANAGEMENT.md","VALID_UTF8_CLEAN","True","False","False","","3846",""
"04-engineering\09-security\09-compliance\VULNERABILITY_MANAGEMENT.md","VALID_UTF8_CLEAN","True","False","False","","4276",""
"04-engineering\09-security\10-reference\SECURITY_CHECKLIST.md","VALID_UTF8_CLEAN","True","False","False","","3991",""
"04-engineering\09-security\10-reference\SECURITY_GLOSSARY.md","VALID_UTF8_CLEAN","True","False","False","","2486",""
"04-engineering\09-security\10-reference\SECURITY_TOOL_REFERENCE.md","VALID_UTF8_CLEAN","True","False","False","","4293",""
"04-engineering\09-security\11-blueprints\AI_SECURITY_REFERENCE_ARCHITECTURE.md","VALID_UTF8_CLEAN","True","False","False","","4056",""
"04-engineering\09-security\11-blueprints\DEFENSE_IN_DEPTH.md","VALID_UTF8_CLEAN","True","False","False","","3855",""
"04-engineering\09-security\11-blueprints\ENTERPRISE_SECURITY_ARCHITECTURE.md","VALID_UTF8_CLEAN","True","False","False","","2916",""
"04-engineering\09-security\11-blueprints\ENTERPRISE_SECURITY_DASHBOARD.md","VALID_UTF8_CLEAN","True","False","False","","3021",""
"04-engineering\09-security\11-blueprints\ENTERPRISE_TRUST_BOUNDARIES.md","VALID_UTF8_CLEAN","True","False","False","","3332",""
"04-engineering\09-security\11-blueprints\SECURITY_CONTROL_MATRIX.md","VALID_UTF8_CLEAN","True","False","False","","3286",""
"04-engineering\09-security\11-blueprints\SECURITY_DECISION_RECORDS.md","VALID_UTF8_CLEAN","True","False","False","","2951",""
"04-engineering\09-security\11-blueprints\SECURITY_IMPLEMENTATION_ROADMAP.md","VALID_UTF8_CLEAN","True","False","False","","3988",""
"04-engineering\09-security\11-blueprints\SECURITY_MATURITY_MODEL.md","VALID_UTF8_CLEAN","True","False","False","","3752",""
"04-engineering\09-security\11-blueprints\SECURITY_REFERENCE_PATTERNS.md","VALID_UTF8_CLEAN","True","False","False","","3315",""
"04-engineering\09-security\11-blueprints\SECURITY_ZONE_MODEL.md","VALID_UTF8_CLEAN","True","False","False","","3978",""
"04-engineering\09-security\11-blueprints\THREAT_MODELING_STANDARD.md","VALID_UTF8_CLEAN","True","False","False","","3968",""
"04-engineering\09-security\11-blueprints\ZERO_TRUST_ARCHITECTURE.md","VALID_UTF8_CLEAN","True","False","False","","4002",""
"05-ai-agents\01-agent-strategy\AGENT_OPERATING_MODEL.md","VALID_UTF8_CLEAN","True","False","False","","3511",""
"05-ai-agents\01-agent-strategy\AGENT_TEAM_STRUCTURE.md","VALID_UTF8_CLEAN","True","False","False","","4826",""
"05-ai-agents\01-agent-strategy\AI_AGENT_STRATEGY.md","VALID_UTF8_CLEAN","True","False","False","","3106",""
"05-ai-agents\02-restaurant-operations\01_RESTAURANT_OPERATIONS_AGENT.md","VALID_UTF8_CLEAN","True","False","False","","6826",""
"05-ai-agents\02-restaurant-operations\02_ORDER_MANAGEMENT_AGENT.md","VALID_UTF8_CLEAN","True","False","False","","5785",""
"05-ai-agents\02-restaurant-operations\03_KITCHEN_OPERATIONS_AGENT.md","VALID_UTF8_CLEAN","True","False","False","","7225",""
"05-ai-agents\02-restaurant-operations\04_DELIVERY_COORDINATION_AGENT.md","VALID_UTF8_CLEAN","True","False","False","","6924",""
"05-ai-agents\02-restaurant-operations\05_INVENTORY_MANAGEMENT_AGENT.md","VALID_UTF8_CLEAN","True","False","False","","6933",""
"05-ai-agents\02-restaurant-operations\06_SUPPLIER_MANAGEMENT_AGENT.md","VALID_UTF8_CLEAN","True","False","False","","7294",""
"05-ai-agents\03-seo-marketing\01_SEO_AGENT.md","VALID_UTF8_CLEAN","True","False","False","","6920",""
"05-ai-agents\03-seo-marketing\02_CONTENT_MARKETING_AGENT.md","VALID_UTF8_CLEAN","True","False","False","","6528",""
"05-ai-agents\03-seo-marketing\03_SOCIAL_MEDIA_AGENT.md","VALID_UTF8_CLEAN","True","False","False","","6483",""
"05-ai-agents\03-seo-marketing\04_PAID_ADVERTISING_AGENT.md","VALID_UTF8_CLEAN","True","False","False","","6846",""
"05-ai-agents\03-seo-marketing\05_EMAIL_MARKETING_AGENT.md","VALID_UTF8_CLEAN","True","False","False","","6654",""
"05-ai-agents\03-seo-marketing\06_LOCAL_SEO_AGENT.md","VALID_UTF8_CLEAN","True","False","False","","6337",""
"05-ai-agents\03-seo-marketing\07_REPUTATION_MANAGEMENT_AGENT.md","VALID_UTF8_CLEAN","True","False","False","","6749",""
"05-ai-agents\03-seo-marketing\08_CAMPAIGN_OPTIMIZATION_AGENT.md","VALID_UTF8_CLEAN","True","False","False","","6864",""
"05-ai-agents\04-whatsapp-operations\01_WHATSAPP_CUSTOMER_SUPPORT_AGENT.md","VALID_UTF8_CLEAN","True","False","False","","6725",""
"05-ai-agents\04-whatsapp-operations\02_WHATSAPP_ORDER_AGENT.md","VALID_UTF8_CLEAN","True","False","False","","6661",""
"05-ai-agents\04-whatsapp-operations\03_WHATSAPP_MARKETING_AGENT.md","VALID_UTF8_CLEAN","True","False","False","","7479",""
"05-ai-agents\04-whatsapp-operations\04_WHATSAPP_CAMPAIGN_AGENT.md","VALID_UTF8_CLEAN","True","False","False","","6741",""
"05-ai-agents\04-whatsapp-operations\05_WHATSAPP_CRM_AGENT.md","VALID_UTF8_CLEAN","True","False","False","","6953",""
"05-ai-agents\04-whatsapp-operations\06_WHATSAPP_CHATBOT_AGENT.md","VALID_UTF8_CLEAN","True","False","False","","8238",""
"05-ai-agents\04-whatsapp-operations\07_WHATSAPP_NOTIFICATION_AGENT.md","VALID_UTF8_CLEAN","True","False","False","","7919",""
"05-ai-agents\04-whatsapp-operations\08_WHATSAPP_ANALYTICS_AGENT.md","VALID_UTF8_CLEAN","True","False","False","","6830",""
"05-ai-agents\04-whatsapp-operations\INDEX.md","VALID_UTF8_CLEAN","True","False","False","","3139",""
"05-ai-agents\04-whatsapp-operations\README.md","VALID_UTF8_CLEAN","True","False","False","","3543",""
"05-ai-agents\05-customer-experience\01_CUSTOMER_SUPPORT_AGENT.md","VALID_UTF8_CLEAN","True","False","False","","8803",""
"05-ai-agents\05-customer-experience\02_LOYALTY_PROGRAM_AGENT.md","VALID_UTF8_CLEAN","True","False","False","","6287",""
"05-ai-agents\05-customer-experience\03_FEEDBACK_MANAGEMENT_AGENT.md","VALID_UTF8_CLEAN","True","False","False","","7673",""
"05-ai-agents\05-customer-experience\04_CUSTOMER_RETENTION_AGENT.md","VALID_UTF8_CLEAN","True","False","False","","8044",""
"05-ai-agents\05-customer-experience\05_CUSTOMER_SUCCESS_AGENT.md","VALID_UTF8_CLEAN","True","False","False","","7935",""
"05-ai-agents\06-developer-team\01_AI_SOLUTION_ARCHITECT.md","VALID_UTF8_CLEAN","True","False","False","","6143",""
"05-ai-agents\06-developer-team\02_AI_PRODUCT_MANAGER.md","VALID_UTF8_CLEAN","True","False","False","","3960",""
"05-ai-agents\06-developer-team\03_AI_BACKEND_DEVELOPER.md","VALID_UTF8_CLEAN","True","False","False","","7048",""
"05-ai-agents\06-developer-team\04_AI_FRONTEND_DEVELOPER.md","VALID_UTF8_CLEAN","True","False","False","","4158",""
"05-ai-agents\06-developer-team\05_AI_MOBILE_DEVELOPER.md","VALID_UTF8_CLEAN","True","False","False","","4271",""
"05-ai-agents\06-developer-team\06_AI_DATABASE_ENGINEER.md","VALID_UTF8_CLEAN","True","False","False","","7214",""
"05-ai-agents\06-developer-team\07_AI_API_ENGINEER.md","VALID_UTF8_CLEAN","True","False","False","","6571",""
"05-ai-agents\06-developer-team\08_AI_DEVOPS_ENGINEER.md","VALID_UTF8_CLEAN","True","False","False","","7046",""
"05-ai-agents\06-developer-team\09_AI_QA_ENGINEER.md","VALID_UTF8_CLEAN","True","False","False","","3935",""
"05-ai-agents\06-developer-team\10_AI_SECURITY_ENGINEER.md","VALID_UTF8_CLEAN","True","False","False","","6912",""
"05-ai-agents\06-developer-team\11_AI_UI_UX_DESIGNER.md","VALID_UTF8_CLEAN","True","False","False","","3971",""
"05-ai-agents\06-developer-team\12_AI_TECHNICAL_WRITER.md","VALID_UTF8_CLEAN","True","False","False","","4375",""
"05-ai-agents\06-developer-team\13_AI_CODE_REVIEWER.md","VALID_UTF8_CLEAN","True","False","False","","6781",""
"05-ai-agents\06-developer-team\14_AI_PERFORMANCE_ENGINEER.md","VALID_UTF8_CLEAN","True","False","False","","4417",""
"05-ai-agents\06-developer-team\15_AI_RELEASE_MANAGER.md","VALID_UTF8_CLEAN","True","False","False","","4387",""
"05-ai-agents\06-developer-team\16_AI_PROJECT_MANAGER.md","VALID_UTF8_CLEAN","True","False","False","","6870",""
"05-ai-agents\06-developer-team\AI_COLLABORATION_MATRIX.md","VALID_UTF8_CLEAN","True","False","False","","4489",""
"05-ai-agents\06-developer-team\API_MAP.md","VALID_UTF8_CLEAN","True","False","False","","4091",""
"05-ai-agents\06-developer-team\DATABASE_MAP.md","VALID_UTF8_CLEAN","True","False","False","","3673",""
"05-ai-agents\06-developer-team\EVENT_CATALOG.md","VALID_UTF8_CLEAN","True","False","False","","4464",""
"05-ai-agents\06-developer-team\IMPLEMENTATION_GUIDE.md","VALID_UTF8_CLEAN","True","False","False","","4409",""
"05-ai-agents\06-developer-team\INDEX.md","VALID_UTF8_CLEAN","True","False","False","","3782",""
"05-ai-agents\06-developer-team\ORG_CHART.md","VALID_UTF8_CLEAN","True","False","False","","4060",""
"05-ai-agents\06-developer-team\README.md","VALID_UTF8_CLEAN","True","False","False","","3520",""
"05-ai-agents\06-developer-team\SECURITY_MODEL.md","VALID_UTF8_CLEAN","True","False","False","","4872",""
"05-ai-agents\06-developer-team\WORKFLOW_MAP.md","VALID_UTF8_CLEAN","True","False","False","","4758",""
"05-ai-agents\07-analytics-team\01_AI_ANALYTICS_ARCHITECT.md","VALID_UTF8_CLEAN","True","False","False","","4655",""
"05-ai-agents\07-analytics-team\02_AI_BUSINESS_INTELLIGENCE_MANAGER.md","VALID_UTF8_CLEAN","True","False","False","","4465",""
"05-ai-agents\07-analytics-team\03_AI_SALES_ANALYST.md","VALID_UTF8_CLEAN","True","False","False","","6948",""
"05-ai-agents\07-analytics-team\04_AI_CUSTOMER_ANALYST.md","VALID_UTF8_CLEAN","True","False","False","","7315",""
"05-ai-agents\07-analytics-team\05_AI_MENU_ANALYST.md","VALID_UTF8_CLEAN","True","False","False","","6884",""
"05-ai-agents\07-analytics-team\06_AI_MARKETING_ANALYST.md","VALID_UTF8_CLEAN","True","False","False","","7336",""
"05-ai-agents\07-analytics-team\07_AI_DELIVERY_ANALYST.md","VALID_UTF8_CLEAN","True","False","False","","7135",""
"05-ai-agents\07-analytics-team\08_AI_OPERATIONS_ANALYST.md","VALID_UTF8_CLEAN","True","False","False","","7239",""
"05-ai-agents\07-analytics-team\09_AI_FINANCIAL_ANALYST.md","VALID_UTF8_CLEAN","True","False","False","","7194",""
"05-ai-agents\07-analytics-team\10_AI_PREDICTIVE_ANALYTICS_ENGINE.md","VALID_UTF8_CLEAN","True","False","False","","7502",""
"05-ai-agents\07-analytics-team\11_AI_EXECUTIVE_DASHBOARD_MANAGER.md","VALID_UTF8_CLEAN","True","False","False","","7176",""
"05-ai-agents\07-analytics-team\12_AI_REPORTING_MANAGER.md","VALID_UTF8_CLEAN","True","False","False","","4581",""
"05-ai-agents\07-analytics-team\13_AI_DATA_VISUALIZATION_SPECIALIST.md","VALID_UTF8_CLEAN","True","False","False","","4773",""
"05-ai-agents\07-analytics-team\14_AI_KPI_MANAGER.md","VALID_UTF8_CLEAN","True","False","False","","4289",""
"05-ai-agents\07-analytics-team\15_AI_DATA_QUALITY_MANAGER.md","VALID_UTF8_CLEAN","True","False","False","","4421",""
"05-ai-agents\07-analytics-team\16_AI_ANALYTICS_PROJECT_MANAGER.md","VALID_UTF8_CLEAN","True","False","False","","4655",""
"05-ai-agents\07-analytics-team\AI_COLLABORATION_MATRIX.md","VALID_UTF8_CLEAN","True","False","False","","4650",""
"05-ai-agents\07-analytics-team\DATA_SOURCE_MAP.md","VALID_UTF8_CLEAN","True","False","False","","4780",""
"05-ai-agents\07-analytics-team\IMPLEMENTATION_GUIDE.md","VALID_UTF8_CLEAN","True","False","False","","4472",""
"05-ai-agents\07-analytics-team\INDEX.md","VALID_UTF8_CLEAN","True","False","False","","4102",""
"05-ai-agents\07-analytics-team\KPI_LIBRARY.md","VALID_UTF8_CLEAN","True","False","False","","5140",""
"05-ai-agents\07-analytics-team\METRIC_CATALOG.md","VALID_UTF8_CLEAN","True","False","False","","6026",""
"05-ai-agents\07-analytics-team\ORG_CHART.md","VALID_UTF8_CLEAN","True","False","False","","4501",""
"05-ai-agents\07-analytics-team\README.md","VALID_UTF8_CLEAN","True","False","False","","1366",""
"05-ai-agents\07-analytics-team\REPORT_CATALOG.md","VALID_UTF8_CLEAN","True","False","False","","6141",""
"05-ai-agents\07-analytics-team\WORKFLOW_MAP.md","VALID_UTF8_CLEAN","True","False","False","","4199",""
"05-ai-agents\08-governance-team\01_AI_GOVERNANCE_ARCHITECT.md","VALID_UTF8_CLEAN","True","False","False","","7572",""
"05-ai-agents\08-governance-team\02_AI_CONSTITUTION_MANAGER.md","VALID_UTF8_CLEAN","True","False","False","","7637",""
"05-ai-agents\08-governance-team\03_AI_POLICY_MANAGER.md","VALID_UTF8_CLEAN","True","False","False","","7335",""
"05-ai-agents\08-governance-team\04_AI_APPROVAL_WORKFLOW_MANAGER.md","VALID_UTF8_CLEAN","True","False","False","","7494",""
"05-ai-agents\08-governance-team\05_AI_PERMISSION_MANAGER.md","VALID_UTF8_CLEAN","True","False","False","","7501",""
"05-ai-agents\08-governance-team\06_AI_RISK_MANAGER.md","VALID_UTF8_CLEAN","True","False","False","","7313",""
"05-ai-agents\08-governance-team\07_AI_COMPLIANCE_MANAGER.md","VALID_UTF8_CLEAN","True","False","False","","7734",""
"05-ai-agents\08-governance-team\08_AI_AUDIT_MANAGER.md","VALID_UTF8_CLEAN","True","False","False","","7133",""
"05-ai-agents\08-governance-team\09_AI_SECURITY_GOVERNANCE_MANAGER.md","VALID_UTF8_CLEAN","True","False","False","","7844",""
"05-ai-agents\08-governance-team\10_AI_ETHICS_MANAGER.md","VALID_UTF8_CLEAN","True","False","False","","7413",""
"05-ai-agents\08-governance-team\11_AI_DECISION_ENGINE_MANAGER.md","VALID_UTF8_CLEAN","True","False","False","","7753",""
"05-ai-agents\08-governance-team\12_AI_ACCESS_CONTROL_MANAGER.md","VALID_UTF8_CLEAN","True","False","False","","7335",""
"05-ai-agents\08-governance-team\13_AI_CHANGE_MANAGEMENT_MANAGER.md","VALID_UTF8_CLEAN","True","False","False","","7416",""
"05-ai-agents\08-governance-team\14_AI_INCIDENT_RESPONSE_MANAGER.md","VALID_UTF8_CLEAN","True","False","False","","7810",""
"05-ai-agents\08-governance-team\15_AI_BUSINESS_CONTINUITY_MANAGER.md","VALID_UTF8_CLEAN","True","False","False","","8014",""
"05-ai-agents\08-governance-team\16_AI_GOVERNANCE_PROJECT_MANAGER.md","VALID_UTF8_CLEAN","True","False","False","","7838",""
"05-ai-agents\08-governance-team\GOVERNANCE_GUIDE.md","VALID_UTF8_CLEAN","True","False","False","","5798",""
"05-ai-agents\08-governance-team\INDEX.md","VALID_UTF8_CLEAN","True","False","False","","4361",""
"05-ai-agents\08-governance-team\KPI_FRAMEWORK.md","VALID_UTF8_CLEAN","True","False","False","","5562",""
"05-ai-agents\08-governance-team\ORG_CHART.md","VALID_UTF8_CLEAN","True","False","False","","5297",""
"05-ai-agents\08-governance-team\README.md","VALID_UTF8_CLEAN","True","False","False","","4073",""
"05-ai-agents\08-governance-team\RESPONSIBILITY_MATRIX.md","VALID_UTF8_CLEAN","True","False","False","","6646",""
"05-ai-agents\08-governance-team\ROADMAP.md","VALID_UTF8_CLEAN","True","False","False","","5412",""
"05-ai-agents\08-governance-team\WORKFLOW_MAP.md","VALID_UTF8_CLEAN","True","False","False","","5591",""
"05-ai-agents\09-security-team\01_AI_SECURITY_ARCHITECT.md","VALID_UTF8_CLEAN","True","False","False","","8160",""
"05-ai-agents\09-security-team\02_AI_SOC_MANAGER.md","VALID_UTF8_CLEAN","True","False","False","","7380",""
"05-ai-agents\09-security-team\03_AI_THREAT_INTELLIGENCE_MANAGER.md","VALID_UTF8_CLEAN","True","False","False","","7806",""
"05-ai-agents\09-security-team\04_AI_VULNERABILITY_MANAGER.md","VALID_UTF8_CLEAN","True","False","False","","7771",""
"05-ai-agents\09-security-team\05_AI_PENETRATION_TEST_MANAGER.md","VALID_UTF8_CLEAN","True","False","False","","7867",""
"05-ai-agents\09-security-team\06_AI_ENDPOINT_SECURITY_MANAGER.md","VALID_UTF8_CLEAN","True","False","False","","7457",""
"05-ai-agents\09-security-team\07_AI_NETWORK_SECURITY_MANAGER.md","VALID_UTF8_CLEAN","True","False","False","","7611",""
"05-ai-agents\09-security-team\08_AI_APPLICATION_SECURITY_MANAGER.md","VALID_UTF8_CLEAN","True","False","False","","7851",""
"05-ai-agents\09-security-team\09_AI_CLOUD_SECURITY_MANAGER.md","VALID_UTF8_CLEAN","True","False","False","","7664",""
"05-ai-agents\09-security-team\10_AI_IDENTITY_SECURITY_MANAGER.md","VALID_UTF8_CLEAN","True","False","False","","7638",""
"05-ai-agents\09-security-team\11_AI_SECURITY_OPERATIONS_MANAGER.md","VALID_UTF8_CLEAN","True","False","False","","7766",""
"05-ai-agents\09-security-team\12_AI_DIGITAL_FORENSICS_MANAGER.md","VALID_UTF8_CLEAN","True","False","False","","7841",""
"05-ai-agents\09-security-team\13_AI_SECURITY_AWARENESS_MANAGER.md","VALID_UTF8_CLEAN","True","False","False","","7709",""
"05-ai-agents\09-security-team\14_AI_PRIVACY_MANAGER.md","VALID_UTF8_CLEAN","True","False","False","","7784",""
"05-ai-agents\09-security-team\15_AI_SECURITY_AUTOMATION_MANAGER.md","VALID_UTF8_CLEAN","True","False","False","","7765",""
"05-ai-agents\09-security-team\16_AI_SECURITY_PROJECT_MANAGER.md","VALID_UTF8_CLEAN","True","False","False","","7739",""
"05-ai-agents\09-security-team\INDEX.md","VALID_UTF8_CLEAN","True","False","False","","4693",""
"05-ai-agents\09-security-team\KPI_FRAMEWORK.md","VALID_UTF8_CLEAN","True","False","False","","6591",""
"05-ai-agents\09-security-team\ORG_CHART.md","VALID_UTF8_CLEAN","True","False","False","","6194",""
"05-ai-agents\09-security-team\README.md","VALID_UTF8_CLEAN","True","False","False","","4110",""
"05-ai-agents\09-security-team\RESPONSIBILITY_MATRIX.md","VALID_UTF8_CLEAN","True","False","False","","7787",""
"05-ai-agents\09-security-team\ROADMAP.md","VALID_UTF8_CLEAN","True","False","False","","5338",""
"05-ai-agents\09-security-team\SECURITY_GUIDE.md","VALID_UTF8_CLEAN","True","False","False","","6533",""
"05-ai-agents\09-security-team\WORKFLOW_MAP.md","VALID_UTF8_CLEAN","True","False","False","","5733",""
"05-ai-agents\10-devops-team\01_AI_DEVOPS_DIRECTOR.md","VALID_UTF8_CLEAN","True","False","False","","5266",""
"05-ai-agents\10-devops-team\02_AI_PLATFORM_ENGINEERING_MANAGER.md","VALID_UTF8_CLEAN","True","False","False","","6228",""
"05-ai-agents\10-devops-team\03_AI_CI_CD_MANAGER.md","VALID_UTF8_CLEAN","True","False","False","","5856",""
"05-ai-agents\10-devops-team\04_AI_DOCKER_MANAGER.md","VALID_UTF8_CLEAN","True","False","False","","6145",""
"05-ai-agents\10-devops-team\05_AI_KUBERNETES_MANAGER.md","VALID_UTF8_CLEAN","True","False","False","","6361",""
"05-ai-agents\10-devops-team\06_AI_CLOUD_INFRASTRUCTURE_MANAGER.md","VALID_UTF8_CLEAN","True","False","False","","5472",""
"05-ai-agents\10-devops-team\07_AI_SITE_RELIABILITY_ENGINEERING_MANAGER.md","VALID_UTF8_CLEAN","True","False","False","","6310",""
"05-ai-agents\10-devops-team\08_AI_OBSERVABILITY_MANAGER.md","VALID_UTF8_CLEAN","True","False","False","","6151",""
"05-ai-agents\10-devops-team\09_AI_RELEASE_MANAGER.md","VALID_UTF8_CLEAN","True","False","False","","5847",""
"05-ai-agents\10-devops-team\10_AI_CONFIGURATION_MANAGER.md","VALID_UTF8_CLEAN","True","False","False","","6489",""
"05-ai-agents\10-devops-team\11_AI_BACKUP_DISASTER_RECOVERY_MANAGER.md","VALID_UTF8_CLEAN","True","False","False","","6010",""
"05-ai-agents\10-devops-team\12_AI_DEVSECOPS_MANAGER.md","VALID_UTF8_CLEAN","True","False","False","","9119",""
"05-ai-agents\10-devops-team\13_AI_INFRASTRUCTURE_AUTOMATION_MANAGER.md","VALID_UTF8_CLEAN","True","False","False","","11521",""
"05-ai-agents\10-devops-team\14_AI_COST_OPTIMIZATION_MANAGER.md","VALID_UTF8_CLEAN","True","False","False","","8955",""
"05-ai-agents\10-devops-team\15_AI_INCIDENT_RESPONSE_MANAGER.md","VALID_UTF8_CLEAN","True","False","False","","5942",""
"05-ai-agents\10-devops-team\16_AI_DEVOPS_PROJECT_MANAGER.md","VALID_UTF8_CLEAN","True","False","False","","6266",""
"05-ai-agents\10-devops-team\DEVOPS_GUIDE.md","VALID_UTF8_CLEAN","True","False","False","","4606",""
"05-ai-agents\10-devops-team\INDEX.md","VALID_UTF8_CLEAN","True","False","False","","4848",""
"05-ai-agents\10-devops-team\KPI_FRAMEWORK.md","VALID_UTF8_CLEAN","True","False","False","","6462",""
"05-ai-agents\10-devops-team\ORG_CHART.md","VALID_UTF8_CLEAN","True","False","False","","6197",""
"05-ai-agents\10-devops-team\README.md","VALID_UTF8_CLEAN","True","False","False","","4336",""
"05-ai-agents\10-devops-team\RESPONSIBILITY_MATRIX.md","VALID_UTF8_CLEAN","True","False","False","","5982",""
"05-ai-agents\10-devops-team\ROADMAP.md","VALID_UTF8_CLEAN","True","False","False","","4410",""
"05-ai-agents\10-devops-team\WORKFLOW_MAP.md","VALID_UTF8_CLEAN","True","False","False","","4943",""
"05-ai-agents\11-infrastructure-team\01_AI_INFRASTRUCTURE_DIRECTOR.md","VALID_UTF8_CLEAN","True","False","False","","11070",""
"05-ai-agents\11-infrastructure-team\02_AI_NETWORK_INFRASTRUCTURE_MANAGER.md","VALID_UTF8_CLEAN","True","False","False","","5869",""
"05-ai-agents\11-infrastructure-team\03_AI_SERVER_INFRASTRUCTURE_MANAGER.md","VALID_UTF8_CLEAN","True","False","False","","6077",""
"05-ai-agents\11-infrastructure-team\AI_BOOTSTRAP.md","VALID_UTF8_CLEAN","True","False","False","","3078",""
"05-ai-agents\11-infrastructure-team\AI_CONTEXT.md","VALID_UTF8_CLEAN","True","False","False","","4656",""
"05-ai-agents\11-infrastructure-team\CHANGELOG.md","VALID_UTF8_CLEAN","True","False","False","","4324",""
"05-ai-agents\11-infrastructure-team\INDEX.md","VALID_UTF8_CLEAN","True","False","False","","3610",""
"05-ai-agents\11-infrastructure-team\INFRASTRUCTURE_GUIDE.md","VALID_UTF8_CLEAN","True","False","False","","5585",""
"05-ai-agents\11-infrastructure-team\KPI_FRAMEWORK.md","VALID_UTF8_CLEAN","True","False","False","","4926",""
"05-ai-agents\11-infrastructure-team\ORG_CHART.md","VALID_UTF8_CLEAN","True","False","False","","4279",""
"05-ai-agents\11-infrastructure-team\PROMPT.md","VALID_UTF8_CLEAN","True","False","False","","5561",""
"05-ai-agents\11-infrastructure-team\README.md","VALID_UTF8_CLEAN","True","False","False","","3758",""
"05-ai-agents\11-infrastructure-team\RESPONSIBILITY_MATRIX.md","VALID_UTF8_CLEAN","True","False","False","","4457",""
