"RelativePath","Folder","FileName","Extension","SizeBytes","Lines"
"04-engineering\07-testing\07-ai\PROMPT_TESTING.md","04-engineering\07-testing\07-ai","PROMPT_TESTING.md",".md","3924","296"
"04-engineering\07-testing\07-ai\RAG_TESTING.md","04-engineering\07-testing\07-ai","RAG_TESTING.md",".md","5916","511"
"04-engineering\07-testing\08-automation\CI_TEST_PIPELINE.md","04-engineering\07-testing\08-automation","CI_TEST_PIPELINE.md",".md","5127","450"
"04-engineering\07-testing\08-automation\TEST_AUTOMATION.md","04-engineering\07-testing\08-automation","TEST_AUTOMATION.md",".md","4283","332"
"04-engineering\07-testing\08-automation\TEST_REPORTING.md","04-engineering\07-testing\08-automation","TEST_REPORTING.md",".md","4439","319"
"04-engineering\07-testing\09-quality\DEFECT_MANAGEMENT.md","04-engineering\07-testing\09-quality","DEFECT_MANAGEMENT.md",".md","5741","353"
"04-engineering\07-testing\09-quality\QUALITY_GATES.md","04-engineering\07-testing\09-quality","QUALITY_GATES.md",".md","5192","384"
"04-engineering\07-testing\09-quality\RELEASE_CRITERIA.md","04-engineering\07-testing\09-quality","RELEASE_CRITERIA.md",".md","5412","340"
"04-engineering\08-deployment\00-overview\INDEX.md","04-engineering\08-deployment\00-overview","INDEX.md",".md","5513","269"
"04-engineering\08-deployment\00-overview\README.md","04-engineering\08-deployment\00-overview","README.md",".md","3998","306"
"04-engineering\08-deployment\01-strategy\DEPLOYMENT_CHECKLIST.md","04-engineering\08-deployment\01-strategy","DEPLOYMENT_CHECKLIST.md",".md","4901","362"
"04-engineering\08-deployment\01-strategy\DEPLOYMENT_STRATEGY.md","04-engineering\08-deployment\01-strategy","DEPLOYMENT_STRATEGY.md",".md","4862","296"
"04-engineering\08-deployment\01-strategy\RELEASE_DEPLOYMENT_FLOW.md","04-engineering\08-deployment\01-strategy","RELEASE_DEPLOYMENT_FLOW.md",".md","4970","327"
"04-engineering\08-deployment\02-environments\CONFIGURATION_MANAGEMENT.md","04-engineering\08-deployment\02-environments","CONFIGURATION_MANAGEMENT.md",".md","4711","295"
"04-engineering\08-deployment\02-environments\ENVIRONMENT_MANAGEMENT.md","04-engineering\08-deployment\02-environments","ENVIRONMENT_MANAGEMENT.md",".md","5047","364"
"04-engineering\08-deployment\02-environments\SECRET_MANAGEMENT.md","04-engineering\08-deployment\02-environments","SECRET_MANAGEMENT.md",".md","4613","280"
"04-engineering\08-deployment\03-containers\CONTAINER_REGISTRY.md","04-engineering\08-deployment\03-containers","CONTAINER_REGISTRY.md",".md","4574","320"
"04-engineering\08-deployment\03-containers\DOCKER_STANDARD.md","04-engineering\08-deployment\03-containers","DOCKER_STANDARD.md",".md","4407","280"
"04-engineering\08-deployment\03-containers\IMAGE_VERSIONING.md","04-engineering\08-deployment\03-containers","IMAGE_VERSIONING.md",".md","4282","301"
"04-engineering\08-deployment\04-kubernetes\AUTO_SCALING.md","04-engineering\08-deployment\04-kubernetes","AUTO_SCALING.md",".md","4693","295"
"04-engineering\08-deployment\04-kubernetes\HELM_STANDARDS.md","04-engineering\08-deployment\04-kubernetes","HELM_STANDARDS.md",".md","4035","284"
"04-engineering\08-deployment\04-kubernetes\KUBERNETES_DEPLOYMENT.md","04-engineering\08-deployment\04-kubernetes","KUBERNETES_DEPLOYMENT.md",".md","4444","301"
"04-engineering\08-deployment\05-cicd\CI_CD_DEPLOYMENT.md","04-engineering\08-deployment\05-cicd","CI_CD_DEPLOYMENT.md",".md","4255","324"
"04-engineering\08-deployment\05-cicd\DEPLOYMENT_PIPELINES.md","04-engineering\08-deployment\05-cicd","DEPLOYMENT_PIPELINES.md",".md","4246","316"
"04-engineering\08-deployment\05-cicd\GITHUB_ACTIONS.md","04-engineering\08-deployment\05-cicd","GITHUB_ACTIONS.md",".md","4313","313"
"04-engineering\08-deployment\06-release\BLUE_GREEN_DEPLOYMENT.md","04-engineering\08-deployment\06-release","BLUE_GREEN_DEPLOYMENT.md",".md","3075","225"
"04-engineering\08-deployment\06-release\CANARY_DEPLOYMENT.md","04-engineering\08-deployment\06-release","CANARY_DEPLOYMENT.md",".md","3537","240"
"04-engineering\08-deployment\06-release\ROLLBACK_STRATEGY.md","04-engineering\08-deployment\06-release","ROLLBACK_STRATEGY.md",".md","4385","276"
"04-engineering\08-deployment\07-resilience\BACKUP_RECOVERY.md","04-engineering\08-deployment\07-resilience","BACKUP_RECOVERY.md",".md","4114","304"
"04-engineering\08-deployment\07-resilience\BUSINESS_CONTINUITY.md","04-engineering\08-deployment\07-resilience","BUSINESS_CONTINUITY.md",".md","4312","275"
"04-engineering\08-deployment\07-resilience\DISASTER_RECOVERY.md","04-engineering\08-deployment\07-resilience","DISASTER_RECOVERY.md",".md","4587","313"
"04-engineering\08-deployment\08-observability\LOGGING_STANDARD.md","04-engineering\08-deployment\08-observability","LOGGING_STANDARD.md",".md","4133","312"
"04-engineering\08-deployment\08-observability\METRICS_STANDARD.md","04-engineering\08-deployment\08-observability","METRICS_STANDARD.md",".md","4293","333"
"04-engineering\08-deployment\08-observability\MONITORING_ALERTING.md","04-engineering\08-deployment\08-observability","MONITORING_ALERTING.md",".md","4109","301"
"04-engineering\08-deployment\08-observability\OBSERVABILITY.md","04-engineering\08-deployment\08-observability","OBSERVABILITY.md",".md","4177","300"
"04-engineering\08-deployment\08-observability\TRACING_STANDARD.md","04-engineering\08-deployment\08-observability","TRACING_STANDARD.md",".md","4017","277"
"04-engineering\08-deployment\09-operations\INCIDENT_RESPONSE.md","04-engineering\08-deployment\09-operations","INCIDENT_RESPONSE.md",".md","4526","333"
"04-engineering\08-deployment\09-operations\ON_CALL_GUIDE.md","04-engineering\08-deployment\09-operations","ON_CALL_GUIDE.md",".md","4156","283"
"04-engineering\08-deployment\09-operations\POSTMORTEM_PROCESS.md","04-engineering\08-deployment\09-operations","POSTMORTEM_PROCESS.md",".md","4372","319"
"04-engineering\08-deployment\09-operations\RUNBOOKS.md","04-engineering\08-deployment\09-operations","RUNBOOKS.md",".md","3883","257"
"04-engineering\08-deployment\10-reference\DEPLOYMENT_CHECKLIST_MASTER.md","04-engineering\08-deployment\10-reference","DEPLOYMENT_CHECKLIST_MASTER.md",".md","3788","202"
"04-engineering\08-deployment\10-reference\DEPLOYMENT_GLOSSARY.md","04-engineering\08-deployment\10-reference","DEPLOYMENT_GLOSSARY.md",".md","4500","172"
"04-engineering\08-deployment\10-reference\TOOL_REFERENCE.md","04-engineering\08-deployment\10-reference","TOOL_REFERENCE.md",".md","4904","238"
"04-engineering\09-security\01-security-governance\SECURITY_GOVERNANCE.md","04-engineering\09-security\01-security-governance","SECURITY_GOVERNANCE.md",".md","4089","270"
"04-engineering\09-security\01-security-governance\SECURITY_POLICIES.md","04-engineering\09-security\01-security-governance","SECURITY_POLICIES.md",".md","4215","239"
"04-engineering\09-security\01-security-governance\SECURITY_STRATEGY.md","04-engineering\09-security\01-security-governance","SECURITY_STRATEGY.md",".md","3192","207"
"04-engineering\09-security\02-identity-access\IAM_STANDARD.md","04-engineering\09-security\02-identity-access","IAM_STANDARD.md",".md","4154","266"
"04-engineering\09-security\02-identity-access\MFA_STANDARD.md","04-engineering\09-security\02-identity-access","MFA_STANDARD.md",".md","4158","239"
"04-engineering\09-security\02-identity-access\RBAC_STANDARD.md","04-engineering\09-security\02-identity-access","RBAC_STANDARD.md",".md","3835","257"
"04-engineering\09-security\03-application-security\DEPENDENCY_SECURITY.md","04-engineering\09-security\03-application-security","DEPENDENCY_SECURITY.md",".md","4046","260"
"04-engineering\09-security\03-application-security\INPUT_VALIDATION.md","04-engineering\09-security\03-application-security","INPUT_VALIDATION.md",".md","3824","259"
"04-engineering\09-security\03-application-security\SECURE_CODING.md","04-engineering\09-security\03-application-security","SECURE_CODING.md",".md","4318","273"
"04-engineering\09-security\04-api-security\API_SECURITY.md","04-engineering\09-security\04-api-security","API_SECURITY.md",".md","4274","280"
"04-engineering\09-security\04-api-security\AUTHENTICATION_SECURITY.md","04-engineering\09-security\04-api-security","AUTHENTICATION_SECURITY.md",".md","4185","266"
"04-engineering\09-security\04-api-security\AUTHORIZATION_SECURITY.md","04-engineering\09-security\04-api-security","AUTHORIZATION_SECURITY.md",".md","4355","263"
"04-engineering\09-security\05-data-security\DATA_CLASSIFICATION.md","04-engineering\09-security\05-data-security","DATA_CLASSIFICATION.md",".md","4511","266"
"04-engineering\09-security\05-data-security\DATA_ENCRYPTION.md","04-engineering\09-security\05-data-security","DATA_ENCRYPTION.md",".md","4058","257"
"04-engineering\09-security\05-data-security\KEY_MANAGEMENT.md","04-engineering\09-security\05-data-security","KEY_MANAGEMENT.md",".md","4613","293"
"04-engineering\09-security\06-infrastructure-security\CONTAINER_SECURITY.md","04-engineering\09-security\06-infrastructure-security","CONTAINER_SECURITY.md",".md","4254","272"
"04-engineering\09-security\06-infrastructure-security\KUBERNETES_SECURITY.md","04-engineering\09-security\06-infrastructure-security","KUBERNETES_SECURITY.md",".md","4302","265"
"04-engineering\09-security\06-infrastructure-security\NETWORK_SECURITY.md","04-engineering\09-security\06-infrastructure-security","NETWORK_SECURITY.md",".md","4552","273"
"04-engineering\09-security\07-cloud-security\BACKUP_SECURITY.md","04-engineering\09-security\07-cloud-security","BACKUP_SECURITY.md",".md","4151","280"
"04-engineering\09-security\07-cloud-security\CLOUD_SECURITY.md","04-engineering\09-security\07-cloud-security","CLOUD_SECURITY.md",".md","3757","241"
"04-engineering\09-security\07-cloud-security\SECRET_ROTATION.md","04-engineering\09-security\07-cloud-security","SECRET_ROTATION.md",".md","3993","251"
"04-engineering\09-security\08-ai-security\AI_GUARDRAILS.md","04-engineering\09-security\08-ai-security","AI_GUARDRAILS.md",".md","4217","279"
"04-engineering\09-security\08-ai-security\AI_SAFETY.md","04-engineering\09-security\08-ai-security","AI_SAFETY.md",".md","4543","309"
"04-engineering\09-security\08-ai-security\AI_SECURITY.md","04-engineering\09-security\08-ai-security","AI_SECURITY.md",".md","4239","282"
"04-engineering\09-security\08-ai-security\MODEL_SECURITY.md","04-engineering\09-security\08-ai-security","MODEL_SECURITY.md",".md","4047","267"
"04-engineering\09-security\08-ai-security\PROMPT_SECURITY.md","04-engineering\09-security\08-ai-security","PROMPT_SECURITY.md",".md","4118","267"
"04-engineering\09-security\09-compliance\AUDIT_STANDARD.md","04-engineering\09-security\09-compliance","AUDIT_STANDARD.md",".md","4287","282"
"04-engineering\09-security\09-compliance\COMPLIANCE_FRAMEWORK.md","04-engineering\09-security\09-compliance","COMPLIANCE_FRAMEWORK.md",".md","3955","256"
"04-engineering\09-security\09-compliance\RISK_MANAGEMENT.md","04-engineering\09-security\09-compliance","RISK_MANAGEMENT.md",".md","3846","252"
"04-engineering\09-security\09-compliance\VULNERABILITY_MANAGEMENT.md","04-engineering\09-security\09-compliance","VULNERABILITY_MANAGEMENT.md",".md","4276","264"
"04-engineering\09-security\10-reference\SECURITY_CHECKLIST.md","04-engineering\09-security\10-reference","SECURITY_CHECKLIST.md",".md","3991","189"
"04-engineering\09-security\10-reference\SECURITY_GLOSSARY.md","04-engineering\09-security\10-reference","SECURITY_GLOSSARY.md",".md","2486","108"
"04-engineering\09-security\10-reference\SECURITY_TOOL_REFERENCE.md","04-engineering\09-security\10-reference","SECURITY_TOOL_REFERENCE.md",".md","4293","225"
"04-engineering\09-security\11-blueprints\AI_SECURITY_REFERENCE_ARCHITECTURE.md","04-engineering\09-security\11-blueprints","AI_SECURITY_REFERENCE_ARCHITECTURE.md",".md","4056","220"
"04-engineering\09-security\11-blueprints\DEFENSE_IN_DEPTH.md","04-engineering\09-security\11-blueprints","DEFENSE_IN_DEPTH.md",".md","3855","347"
"04-engineering\09-security\11-blueprints\ENTERPRISE_SECURITY_ARCHITECTURE.md","04-engineering\09-security\11-blueprints","ENTERPRISE_SECURITY_ARCHITECTURE.md",".md","2916","223"
"04-engineering\09-security\11-blueprints\ENTERPRISE_SECURITY_DASHBOARD.md","04-engineering\09-security\11-blueprints","ENTERPRISE_SECURITY_DASHBOARD.md",".md","3021","199"
"04-engineering\09-security\11-blueprints\ENTERPRISE_TRUST_BOUNDARIES.md","04-engineering\09-security\11-blueprints","ENTERPRISE_TRUST_BOUNDARIES.md",".md","3332","272"
"04-engineering\09-security\11-blueprints\SECURITY_CONTROL_MATRIX.md","04-engineering\09-security\11-blueprints","SECURITY_CONTROL_MATRIX.md",".md","3286","199"
"04-engineering\09-security\11-blueprints\SECURITY_DECISION_RECORDS.md","04-engineering\09-security\11-blueprints","SECURITY_DECISION_RECORDS.md",".md","2951","235"
"04-engineering\09-security\11-blueprints\SECURITY_IMPLEMENTATION_ROADMAP.md","04-engineering\09-security\11-blueprints","SECURITY_IMPLEMENTATION_ROADMAP.md",".md","3988","286"
"04-engineering\09-security\11-blueprints\SECURITY_MATURITY_MODEL.md","04-engineering\09-security\11-blueprints","SECURITY_MATURITY_MODEL.md",".md","3752","236"
"04-engineering\09-security\11-blueprints\SECURITY_REFERENCE_PATTERNS.md","04-engineering\09-security\11-blueprints","SECURITY_REFERENCE_PATTERNS.md",".md","3315","247"
"04-engineering\09-security\11-blueprints\SECURITY_ZONE_MODEL.md","04-engineering\09-security\11-blueprints","SECURITY_ZONE_MODEL.md",".md","3978","326"
"04-engineering\09-security\11-blueprints\THREAT_MODELING_STANDARD.md","04-engineering\09-security\11-blueprints","THREAT_MODELING_STANDARD.md",".md","3968","263"
"04-engineering\09-security\11-blueprints\ZERO_TRUST_ARCHITECTURE.md","04-engineering\09-security\11-blueprints","ZERO_TRUST_ARCHITECTURE.md",".md","4002","212"
"05-ai-agents\01-agent-strategy\AGENT_OPERATING_MODEL.md","05-ai-agents\01-agent-strategy","AGENT_OPERATING_MODEL.md",".md","3511","250"
"05-ai-agents\01-agent-strategy\AGENT_TEAM_STRUCTURE.md","05-ai-agents\01-agent-strategy","AGENT_TEAM_STRUCTURE.md",".md","4826","369"
"05-ai-agents\01-agent-strategy\AI_AGENT_STRATEGY.md","05-ai-agents\01-agent-strategy","AI_AGENT_STRATEGY.md",".md","3106","239"
"05-ai-agents\02-restaurant-operations\01_RESTAURANT_OPERATIONS_AGENT.md","05-ai-agents\02-restaurant-operations","01_RESTAURANT_OPERATIONS_AGENT.md",".md","6826","402"
"05-ai-agents\02-restaurant-operations\02_ORDER_MANAGEMENT_AGENT.md","05-ai-agents\02-restaurant-operations","02_ORDER_MANAGEMENT_AGENT.md",".md","5785","466"
"05-ai-agents\02-restaurant-operations\03_KITCHEN_OPERATIONS_AGENT.md","05-ai-agents\02-restaurant-operations","03_KITCHEN_OPERATIONS_AGENT.md",".md","7225","520"
"05-ai-agents\02-restaurant-operations\04_DELIVERY_COORDINATION_AGENT.md","05-ai-agents\02-restaurant-operations","04_DELIVERY_COORDINATION_AGENT.md",".md","6924","516"
"05-ai-agents\02-restaurant-operations\05_INVENTORY_MANAGEMENT_AGENT.md","05-ai-agents\02-restaurant-operations","05_INVENTORY_MANAGEMENT_AGENT.md",".md","6933","497"
"05-ai-agents\02-restaurant-operations\06_SUPPLIER_MANAGEMENT_AGENT.md","05-ai-agents\02-restaurant-operations","06_SUPPLIER_MANAGEMENT_AGENT.md",".md","7294","505"
"05-ai-agents\03-seo-marketing\01_SEO_AGENT.md","05-ai-agents\03-seo-marketing","01_SEO_AGENT.md",".md","6920","500"
"05-ai-agents\03-seo-marketing\02_CONTENT_MARKETING_AGENT.md","05-ai-agents\03-seo-marketing","02_CONTENT_MARKETING_AGENT.md",".md","6528","510"
"05-ai-agents\03-seo-marketing\03_SOCIAL_MEDIA_AGENT.md","05-ai-agents\03-seo-marketing","03_SOCIAL_MEDIA_AGENT.md",".md","6483","505"
"05-ai-agents\03-seo-marketing\04_PAID_ADVERTISING_AGENT.md","05-ai-agents\03-seo-marketing","04_PAID_ADVERTISING_AGENT.md",".md","6846","509"
"05-ai-agents\03-seo-marketing\05_EMAIL_MARKETING_AGENT.md","05-ai-agents\03-seo-marketing","05_EMAIL_MARKETING_AGENT.md",".md","6654","508"
"05-ai-agents\03-seo-marketing\06_LOCAL_SEO_AGENT.md","05-ai-agents\03-seo-marketing","06_LOCAL_SEO_AGENT.md",".md","6337","472"
"05-ai-agents\03-seo-marketing\07_REPUTATION_MANAGEMENT_AGENT.md","05-ai-agents\03-seo-marketing","07_REPUTATION_MANAGEMENT_AGENT.md",".md","6749","489"
"05-ai-agents\03-seo-marketing\08_CAMPAIGN_OPTIMIZATION_AGENT.md","05-ai-agents\03-seo-marketing","08_CAMPAIGN_OPTIMIZATION_AGENT.md",".md","6864","501"
"05-ai-agents\04-whatsapp-operations\01_WHATSAPP_CUSTOMER_SUPPORT_AGENT.md","05-ai-agents\04-whatsapp-operations","01_WHATSAPP_CUSTOMER_SUPPORT_AGENT.md",".md","6725","497"
"05-ai-agents\04-whatsapp-operations\02_WHATSAPP_ORDER_AGENT.md","05-ai-agents\04-whatsapp-operations","02_WHATSAPP_ORDER_AGENT.md",".md","6661","543"
"05-ai-agents\04-whatsapp-operations\03_WHATSAPP_MARKETING_AGENT.md","05-ai-agents\04-whatsapp-operations","03_WHATSAPP_MARKETING_AGENT.md",".md","7479","582"
"05-ai-agents\04-whatsapp-operations\04_WHATSAPP_CAMPAIGN_AGENT.md","05-ai-agents\04-whatsapp-operations","04_WHATSAPP_CAMPAIGN_AGENT.md",".md","6741","564"
"05-ai-agents\04-whatsapp-operations\05_WHATSAPP_CRM_AGENT.md","05-ai-agents\04-whatsapp-operations","05_WHATSAPP_CRM_AGENT.md",".md","6953","616"
"05-ai-agents\04-whatsapp-operations\06_WHATSAPP_CHATBOT_AGENT.md","05-ai-agents\04-whatsapp-operations","06_WHATSAPP_CHATBOT_AGENT.md",".md","8238","657"
"05-ai-agents\04-whatsapp-operations\07_WHATSAPP_NOTIFICATION_AGENT.md","05-ai-agents\04-whatsapp-operations","07_WHATSAPP_NOTIFICATION_AGENT.md",".md","7919","644"
"05-ai-agents\04-whatsapp-operations\08_WHATSAPP_ANALYTICS_AGENT.md","05-ai-agents\04-whatsapp-operations","08_WHATSAPP_ANALYTICS_AGENT.md",".md","6830","612"
"05-ai-agents\04-whatsapp-operations\INDEX.md","05-ai-agents\04-whatsapp-operations","INDEX.md",".md","3139","230"
"05-ai-agents\04-whatsapp-operations\README.md","05-ai-agents\04-whatsapp-operations","README.md",".md","3543","270"
"05-ai-agents\05-customer-experience\01_CUSTOMER_SUPPORT_AGENT.md","05-ai-agents\05-customer-experience","01_CUSTOMER_SUPPORT_AGENT.md",".md","8803","670"
"05-ai-agents\05-customer-experience\02_LOYALTY_PROGRAM_AGENT.md","05-ai-agents\05-customer-experience","02_LOYALTY_PROGRAM_AGENT.md",".md","6287","567"
"05-ai-agents\05-customer-experience\03_FEEDBACK_MANAGEMENT_AGENT.md","05-ai-agents\05-customer-experience","03_FEEDBACK_MANAGEMENT_AGENT.md",".md","7673","585"
"05-ai-agents\05-customer-experience\04_CUSTOMER_RETENTION_AGENT.md","05-ai-agents\05-customer-experience","04_CUSTOMER_RETENTION_AGENT.md",".md","8044","611"
"05-ai-agents\05-customer-experience\05_CUSTOMER_SUCCESS_AGENT.md","05-ai-agents\05-customer-experience","05_CUSTOMER_SUCCESS_AGENT.md",".md","7935","597"
"05-ai-agents\06-developer-team\01_AI_SOLUTION_ARCHITECT.md","05-ai-agents\06-developer-team","01_AI_SOLUTION_ARCHITECT.md",".md","6143","556"
"05-ai-agents\06-developer-team\02_AI_PRODUCT_MANAGER.md","05-ai-agents\06-developer-team","02_AI_PRODUCT_MANAGER.md",".md","3960","312"
"05-ai-agents\06-developer-team\03_AI_BACKEND_DEVELOPER.md","05-ai-agents\06-developer-team","03_AI_BACKEND_DEVELOPER.md",".md","7048","593"
"05-ai-agents\06-developer-team\04_AI_FRONTEND_DEVELOPER.md","05-ai-agents\06-developer-team","04_AI_FRONTEND_DEVELOPER.md",".md","4158","302"
"05-ai-agents\06-developer-team\05_AI_MOBILE_DEVELOPER.md","05-ai-agents\06-developer-team","05_AI_MOBILE_DEVELOPER.md",".md","4271","318"
"05-ai-agents\06-developer-team\06_AI_DATABASE_ENGINEER.md","05-ai-agents\06-developer-team","06_AI_DATABASE_ENGINEER.md",".md","7214","587"
"05-ai-agents\06-developer-team\07_AI_API_ENGINEER.md","05-ai-agents\06-developer-team","07_AI_API_ENGINEER.md",".md","6571","553"
"05-ai-agents\06-developer-team\08_AI_DEVOPS_ENGINEER.md","05-ai-agents\06-developer-team","08_AI_DEVOPS_ENGINEER.md",".md","7046","572"
"05-ai-agents\06-developer-team\09_AI_QA_ENGINEER.md","05-ai-agents\06-developer-team","09_AI_QA_ENGINEER.md",".md","3935","294"
"05-ai-agents\06-developer-team\10_AI_SECURITY_ENGINEER.md","05-ai-agents\06-developer-team","10_AI_SECURITY_ENGINEER.md",".md","6912","562"
"05-ai-agents\06-developer-team\11_AI_UI_UX_DESIGNER.md","05-ai-agents\06-developer-team","11_AI_UI_UX_DESIGNER.md",".md","3971","297"
"05-ai-agents\06-developer-team\12_AI_TECHNICAL_WRITER.md","05-ai-agents\06-developer-team","12_AI_TECHNICAL_WRITER.md",".md","4375","313"
"05-ai-agents\06-developer-team\13_AI_CODE_REVIEWER.md","05-ai-agents\06-developer-team","13_AI_CODE_REVIEWER.md",".md","6781","544"
"05-ai-agents\06-developer-team\14_AI_PERFORMANCE_ENGINEER.md","05-ai-agents\06-developer-team","14_AI_PERFORMANCE_ENGINEER.md",".md","4417","311"
"05-ai-agents\06-developer-team\15_AI_RELEASE_MANAGER.md","05-ai-agents\06-developer-team","15_AI_RELEASE_MANAGER.md",".md","4387","316"
"05-ai-agents\06-developer-team\16_AI_PROJECT_MANAGER.md","05-ai-agents\06-developer-team","16_AI_PROJECT_MANAGER.md",".md","6870","569"
"05-ai-agents\06-developer-team\AI_COLLABORATION_MATRIX.md","05-ai-agents\06-developer-team","AI_COLLABORATION_MATRIX.md",".md","4489","344"
"05-ai-agents\06-developer-team\API_MAP.md","05-ai-agents\06-developer-team","API_MAP.md",".md","4091","333"
"05-ai-agents\06-developer-team\DATABASE_MAP.md","05-ai-agents\06-developer-team","DATABASE_MAP.md",".md","3673","381"
"05-ai-agents\06-developer-team\EVENT_CATALOG.md","05-ai-agents\06-developer-team","EVENT_CATALOG.md",".md","4464","471"
"05-ai-agents\06-developer-team\IMPLEMENTATION_GUIDE.md","05-ai-agents\06-developer-team","IMPLEMENTATION_GUIDE.md",".md","4409","381"
"05-ai-agents\06-developer-team\INDEX.md","05-ai-agents\06-developer-team","INDEX.md",".md","3782","265"
"05-ai-agents\06-developer-team\ORG_CHART.md","05-ai-agents\06-developer-team","ORG_CHART.md",".md","4060","399"
"05-ai-agents\06-developer-team\README.md","05-ai-agents\06-developer-team","README.md",".md","3520","311"
"05-ai-agents\06-developer-team\SECURITY_MODEL.md","05-ai-agents\06-developer-team","SECURITY_MODEL.md",".md","4872","409"
"05-ai-agents\06-developer-team\WORKFLOW_MAP.md","05-ai-agents\06-developer-team","WORKFLOW_MAP.md",".md","4758","504"
"05-ai-agents\07-analytics-team\01_AI_ANALYTICS_ARCHITECT.md","05-ai-agents\07-analytics-team","01_AI_ANALYTICS_ARCHITECT.md",".md","4655","325"
"05-ai-agents\07-analytics-team\02_AI_BUSINESS_INTELLIGENCE_MANAGER.md","05-ai-agents\07-analytics-team","02_AI_BUSINESS_INTELLIGENCE_MANAGER.md",".md","4465","309"
"05-ai-agents\07-analytics-team\03_AI_SALES_ANALYST.md","05-ai-agents\07-analytics-team","03_AI_SALES_ANALYST.md",".md","6948","554"
"05-ai-agents\07-analytics-team\04_AI_CUSTOMER_ANALYST.md","05-ai-agents\07-analytics-team","04_AI_CUSTOMER_ANALYST.md",".md","7315","557"
"05-ai-agents\07-analytics-team\05_AI_MENU_ANALYST.md","05-ai-agents\07-analytics-team","05_AI_MENU_ANALYST.md",".md","6884","553"
"05-ai-agents\07-analytics-team\06_AI_MARKETING_ANALYST.md","05-ai-agents\07-analytics-team","06_AI_MARKETING_ANALYST.md",".md","7336","560"
"05-ai-agents\07-analytics-team\07_AI_DELIVERY_ANALYST.md","05-ai-agents\07-analytics-team","07_AI_DELIVERY_ANALYST.md",".md","7135","556"
"05-ai-agents\07-analytics-team\08_AI_OPERATIONS_ANALYST.md","05-ai-agents\07-analytics-team","08_AI_OPERATIONS_ANALYST.md",".md","7239","553"
"05-ai-agents\07-analytics-team\09_AI_FINANCIAL_ANALYST.md","05-ai-agents\07-analytics-team","09_AI_FINANCIAL_ANALYST.md",".md","7194","545"
"05-ai-agents\07-analytics-team\10_AI_PREDICTIVE_ANALYTICS_ENGINE.md","05-ai-agents\07-analytics-team","10_AI_PREDICTIVE_ANALYTICS_ENGINE.md",".md","7502","557"
"05-ai-agents\07-analytics-team\11_AI_EXECUTIVE_DASHBOARD_MANAGER.md","05-ai-agents\07-analytics-team","11_AI_EXECUTIVE_DASHBOARD_MANAGER.md",".md","7176","540"
"05-ai-agents\07-analytics-team\12_AI_REPORTING_MANAGER.md","05-ai-agents\07-analytics-team","12_AI_REPORTING_MANAGER.md",".md","4581","319"
"05-ai-agents\07-analytics-team\13_AI_DATA_VISUALIZATION_SPECIALIST.md","05-ai-agents\07-analytics-team","13_AI_DATA_VISUALIZATION_SPECIALIST.md",".md","4773","316"
"05-ai-agents\07-analytics-team\14_AI_KPI_MANAGER.md","05-ai-agents\07-analytics-team","14_AI_KPI_MANAGER.md",".md","4289","307"
"05-ai-agents\07-analytics-team\15_AI_DATA_QUALITY_MANAGER.md","05-ai-agents\07-analytics-team","15_AI_DATA_QUALITY_MANAGER.md",".md","4421","314"
"05-ai-agents\07-analytics-team\16_AI_ANALYTICS_PROJECT_MANAGER.md","05-ai-agents\07-analytics-team","16_AI_ANALYTICS_PROJECT_MANAGER.md",".md","4655","317"
"05-ai-agents\07-analytics-team\AI_COLLABORATION_MATRIX.md","05-ai-agents\07-analytics-team","AI_COLLABORATION_MATRIX.md",".md","4650","339"
"05-ai-agents\07-analytics-team\DATA_SOURCE_MAP.md","05-ai-agents\07-analytics-team","DATA_SOURCE_MAP.md",".md","4780","411"
"05-ai-agents\07-analytics-team\IMPLEMENTATION_GUIDE.md","05-ai-agents\07-analytics-team","IMPLEMENTATION_GUIDE.md",".md","4472","379"
"05-ai-agents\07-analytics-team\INDEX.md","05-ai-agents\07-analytics-team","INDEX.md",".md","4102","257"
"05-ai-agents\07-analytics-team\KPI_LIBRARY.md","05-ai-agents\07-analytics-team","KPI_LIBRARY.md",".md","5140","217"
"05-ai-agents\07-analytics-team\METRIC_CATALOG.md","05-ai-agents\07-analytics-team","METRIC_CATALOG.md",".md","6026","194"
"05-ai-agents\07-analytics-team\ORG_CHART.md","05-ai-agents\07-analytics-team","ORG_CHART.md",".md","4501","241"
"05-ai-agents\07-analytics-team\README.md","05-ai-agents\07-analytics-team","README.md",".md","1366","76"
"05-ai-agents\07-analytics-team\REPORT_CATALOG.md","05-ai-agents\07-analytics-team","REPORT_CATALOG.md",".md","6141","267"
"05-ai-agents\07-analytics-team\WORKFLOW_MAP.md","05-ai-agents\07-analytics-team","WORKFLOW_MAP.md",".md","4199","458"
"05-ai-agents\08 Governance Team\01_AI_GOVERNANCE_ARCHITECT.md","05-ai-agents\08 Governance Team","01_AI_GOVERNANCE_ARCHITECT.md",".md","7572","548"
"05-ai-agents\08 Governance Team\02_AI_CONSTITUTION_MANAGER.md","05-ai-agents\08 Governance Team","02_AI_CONSTITUTION_MANAGER.md",".md","7637","548"
"05-ai-agents\08 Governance Team\03_AI_POLICY_MANAGER.md","05-ai-agents\08 Governance Team","03_AI_POLICY_MANAGER.md",".md","7335","548"
